CountyTract,FacID,FacType,minutes,miles
Z32003000301,700,Lung Cancer Screening,8.29422520035,3.17373644911
Z32003000301,986,Mammography,3.75525097628,1.4709952413
Z32003000302,418,Gastroenterology,6.34684048043,2.02521615303
Z32003000302,700,Lung Cancer Screening,7.3696899806,2.38849550168
Z32003000302,986,Mammography,2.9465281078,0.979584633645
Z32003000401,251,Gastroenterology,4.46350260688,1.50715467617
Z32003000401,721,Lung Cancer Screening,6.84969100852,3.225243317
Z32003000401,986,Mammography,5.7237756776,2.47872355796
Z32003000402,251,Gastroenterology,6.65222096887,1.98095950329
Z32003000402,700,Lung Cancer Screening,8.68712713701,3.9218872017
Z32003000402,797,Mammography,8.68712713701,3.9218872017
Z32003000403,251,Gastroenterology,6.26236886369,2.31540702344
Z32003000403,700,Lung Cancer Screening,8.83574440804,3.1109191318
Z32003000403,849,Mammography,7.11897847861,2.55100560043
Z32003000510,251,Gastroenterology,3.8811405292,1.53531914974
Z32003000510,721,Lung Cancer Screening,10.1939489381,4.63928590938
Z32003000510,986,Mammography,9.06803360714,3.89276615034
Z32003000513,251,Gastroenterology,7.94343359203,3.48419411945
Z32003000513,690,Lung Cancer Screening,15.5097980285,6.73834052668
Z32003000513,833,Mammography,4.41753674047,1.79225265665
Z32003000514,251,Gastroenterology,7.5570721369,3.134893761
Z32003000514,690,Lung Cancer Screening,12.1839855534999,5.342133915
Z32003000514,833,Mammography,5.58549033922,2.18992907646
Z32003000515,251,Gastroenterology,9.14604915174,3.94385559507
Z32003000515,690,Lung Cancer Screening,15.5218002294,6.67604411945
Z32003000515,833,Mammography,5.03059905162,1.89839433172
Z32003000516,251,Gastroenterology,8.90260630432,3.68638328986
Z32003000516,690,Lung Cancer Screening,11.0537609742999,4.85159333259
Z32003000516,833,Mammography,4.60336706988,1.95922663845
Z32003000517,251,Gastroenterology,10.3716970619,4.60265033981
Z32003000517,690,Lung Cancer Screening,12.6202039852,5.82960261928
Z32003000517,833,Mammography,2.32453797153,0.966291872921
Z32003000518,251,Gastroenterology,10.1265061418,4.18199796372
Z32003000518,690,Lung Cancer Screening,11.8344740484,4.99234975038
Z32003000518,833,Mammography,5.33453448402,2.08481435479
Z32003000519,251,Gastroenterology,11.1684414154,5.07088226654
Z32003000519,690,Lung Cancer Screening,11.3666440433,5.187638645
Z32003000519,833,Mammography,2.26044283102,0.963893279558
Z32003000520,251,Gastroenterology,6.22981911753,2.27986072997
Z32003000520,690,Lung Cancer Screening,9.53394628401,3.76863509108
Z32003000520,849,Mammography,9.07577491921,2.97860811374
Z32003000521,358,Gastroenterology,7.57089159783,2.99977027742
Z32003000521,690,Lung Cancer Screening,7.44534849556,2.9617823177
Z32003000521,849,Mammography,7.49885851478,2.96671612452
Z32003000522,251,Gastroenterology,6.60949462516,2.31153909879
Z32003000522,690,Lung Cancer Screening,9.53237219525,3.76634808878
Z32003000522,833,Mammography,7.3449502147,3.19386185516
Z32003000523,251,Gastroenterology,7.72123198812,2.80691252038
Z32003000523,690,Lung Cancer Screening,7.61617602241,3.26488562541
Z32003000523,833,Mammography,7.26093614895,3.17391880028
Z32003000524,251,Gastroenterology,4.8981404448,1.80825551078
Z32003000524,690,Lung Cancer Screening,10.4973423771,4.19181302572
Z32003000524,833,Mammography,8.19045338649,3.7091803427
Z32003000525,251,Gastroenterology,3.80664153461,1.33236856345
Z32003000525,721,Lung Cancer Screening,11.3753067184999,4.88076141888
Z32003000525,986,Mammography,9.16805712255,3.65914643093
Z32003000526,251,Gastroenterology,4.54126794321,1.76015648641
Z32003000526,721,Lung Cancer Screening,12.4592278825,5.45245169394
Z32003000526,833,Mammography,8.36382719191,3.46493509009
Z32003000527,251,Gastroenterology,7.51282403833,2.81593373569
Z32003000527,690,Lung Cancer Screening,13.6677783549999,5.66724300685
Z32003000527,833,Mammography,7.74264333808,2.86453239835
Z32003000528,251,Gastroenterology,6.73701892797,2.65944185853
Z32003000528,690,Lung Cancer Screening,15.1250557946,6.49952335277
Z32003000528,833,Mammography,7.26953416935,3.00024376981
Z32003000600,358,Gastroenterology,6.26266513825,2.21533073606
Z32003000600,700,Lung Cancer Screening,7.90739798463,2.74219011453
Z32003000600,849,Mammography,6.1906320552,2.18227658316
Z32003000700,114,Gastroenterology,6.52754498888,1.98241993058
Z32003000700,700,Lung Cancer Screening,8.04710796043,2.50196366478
Z32003000700,857,Mammography,7.08854491343,2.17023782898
Z32003001003,279,Gastroenterology,2.01019150886,0.587588538028
Z32003001003,724,Lung Cancer Screening,5.62564014266,2.32106493169
Z32003001003,829,Mammography,2.01019150886,0.587588538028
Z32003001004,279,Gastroenterology,0.902114910888,0.386562751287
Z32003001004,721,Lung Cancer Screening,4.60800579531,2.18154321811
Z32003001004,829,Mammography,0.902114910888,0.386562751287
Z32003001005,418,Gastroenterology,3.75837881284,1.31780306168
Z32003001005,700,Lung Cancer Screening,3.41126844472,1.1375842371
Z32003001005,797,Mammography,3.41126844472,1.1375842371
Z32003001006,354,Gastroenterology,2.88264219266,1.09324802567
Z32003001006,721,Lung Cancer Screening,3.18277923929,0.944343379815
Z32003001006,831,Mammography,2.85357881459,1.07805289523
Z32003001100,114,Gastroenterology,4.67161825445,1.31937754376
Z32003001100,721,Lung Cancer Screening,5.67765395967,1.99707936015
Z32003001100,857,Mammography,5.19670151728,1.81852466043
Z32003001200,358,Gastroenterology,4.54184129744,1.62026713768
Z32003001200,721,Lung Cancer Screening,6.92070767936,2.43382439019
Z32003001200,849,Mammography,4.46980821439,1.58721298478
Z32003001300,358,Gastroenterology,3.33103135819,1.21439212722
Z32003001300,690,Lung Cancer Screening,6.91741600824,2.93854791391
Z32003001300,849,Mammography,3.25899827514,1.18133797433
Z32003001401,358,Gastroenterology,5.38012554028,2.41366917063
Z32003001401,690,Lung Cancer Screening,5.25458243801,2.37568121091
Z32003001401,849,Mammography,5.30809245723,2.38061501773
Z32003001402,358,Gastroenterology,5.04705038053,2.14083949309
Z32003001402,690,Lung Cancer Screening,4.92150727825,2.10285153337
Z32003001402,849,Mammography,4.97501729747,2.10778534019
Z32003001501,358,Gastroenterology,8.24218094351,3.45330013287
Z32003001501,690,Lung Cancer Screening,8.11663784123,3.41531217315
Z32003001501,833,Mammography,7.64814197076,3.31083923115
Z32003001502,358,Gastroenterology,7.70525522313,3.29903356945
Z32003001502,690,Lung Cancer Screening,7.57971212086,3.26104560973
Z32003001502,833,Mammography,7.10164081804,2.88771983719
Z32003001607,119,Gastroenterology,8.46188103887,3.66438106217
Z32003001607,690,Lung Cancer Screening,7.68279208368,3.59931977356
Z32003001607,836,Mammography,5.43715591522,2.16143215522
Z32003001608,358,Gastroenterology,9.64931680950999,4.36999972716
Z32003001608,690,Lung Cancer Screening,8.21728930829,3.42764108416
Z32003001608,836,Mammography,7.06738914884,2.67320960286
Z32003001609,358,Gastroenterology,8.42829566773,3.8334327139
Z32003001609,690,Lung Cancer Screening,8.30275256546,3.79544475418
Z32003001609,833,Mammography,6.05079083081,2.44925057936
Z32003001610,358,Gastroenterology,9.76955719987999,4.44545512062
Z32003001610,690,Lung Cancer Screening,9.61036448457,4.25068478364
Z32003001610,833,Mammography,5.23168140151,2.02005177435
Z32003001611,358,Gastroenterology,11.2021339986,5.07627087082
Z32003001611,690,Lung Cancer Screening,11.0429412832999,4.88150053384
Z32003001611,833,Mammography,3.7601646426,1.48760684478
Z32003001613,119,Gastroenterology,9.68149256972,4.18584175732
Z32003001613,690,Lung Cancer Screening,7.80666760553,3.43732433167
Z32003001613,836,Mammography,6.65676744608,2.68289285037
Z32003001614,119,Gastroenterology,11.0245256487999,4.22989636691
Z32003001614,690,Lung Cancer Screening,9.14970068465,3.48137894126
Z32003001614,836,Mammography,7.99980052519,2.72694745996
Z32003001615,358,Gastroenterology,11.9563428021,4.79254358803
Z32003001615,690,Lung Cancer Screening,10.1989706608,4.06923651482
Z32003001615,833,Mammography,8.51055982939,3.19912589944
Z32003001706,119,Gastroenterology,2.97414900279,1.34900101307
Z32003001706,718,Lung Cancer Screening,2.23584293683,0.836986615729
Z32003001706,836,Mammography,1.83607756896,0.716790513285
Z32003001707,119,Gastroenterology,4.10945442561,1.47723243096
Z32003001707,690,Lung Cancer Screening,2.15889696971,0.702273727117
Z32003001707,798,Mammography,2.62843430207,0.963741603457
Z32003001708,119,Gastroenterology,5.60454815715,2.14325671868
Z32003001708,690,Lung Cancer Screening,4.05583550466,1.48422757534
Z32003001708,836,Mammography,3.59446221301,1.15844116233
Z32003001709,119,Gastroenterology,5.60663398336,2.5330286294
Z32003001709,690,Lung Cancer Screening,4.48892880918,1.83883105447
Z32003001709,836,Mammography,2.58190885972,1.03007972245
Z32003001710,119,Gastroenterology,6.77409020234,2.93407102431
Z32003001710,690,Lung Cancer Screening,6.03403179894,2.57869980065
Z32003001710,836,Mammography,3.7493650787,1.43112211737
Z32003001711,119,Gastroenterology,3.04681813118,1.18846914488
Z32003001711,718,Lung Cancer Screening,2.8095670122,1.12440860628
Z32003001711,830,Mammography,2.15664069808,0.750906461304
Z32003001712,119,Gastroenterology,4.33916472931,1.59190603029
Z32003001712,718,Lung Cancer Screening,4.10191361033,1.52784549169
Z32003001712,830,Mammography,2.64931673952,0.790787977008
Z32003001713,119,Gastroenterology,5.5234465382,2.65641012405
Z32003001713,718,Lung Cancer Screening,5.28619541922,2.59234958545
Z32003001713,836,Mammography,2.69128639182,1.15873714672
Z32003001714,119,Gastroenterology,6.42454375703,3.14051957573
Z32003001714,718,Lung Cancer Screening,6.18729263805,3.07645903713
Z32003001714,836,Mammography,3.59238361065,1.6428465984
Z32003001715,379,Gastroenterology,8.58394775336999,3.94113303258
Z32003001715,718,Lung Cancer Screening,8.62328335278,3.90119068908
Z32003001715,835,Mammography,5.74483102596,2.22736226885
Z32003001716,119,Gastroenterology,7.98713331036,3.50656799391
Z32003001716,718,Lung Cancer Screening,7.74988219137,3.44250745531
Z32003001716,836,Mammography,4.96240818672,2.00361908696
Z32003001717,119,Gastroenterology,4.35691461709,2.12796931465
Z32003001717,718,Lung Cancer Screening,4.1196634981,2.06390877605
Z32003001717,836,Mammography,2.3751923223,1.0920207394
Z32003001718,379,Gastroenterology,7.26745938379,3.52285632856
Z32003001718,718,Lung Cancer Screening,9.52269009369,4.32356231949
Z32003001718,835,Mammography,5.89053470302,2.65162714039
Z32003001801,358,Gastroenterology,9.47896834382999,3.57680595567
Z32003001801,690,Lung Cancer Screening,8.59646960193,3.26597922148
Z32003001801,836,Mammography,7.44656944248,2.51154774018
Z32003001803,358,Gastroenterology,5.42780641838,1.7270561771
Z32003001803,690,Lung Cancer Screening,3.85070657948,1.37773497928
Z32003001803,798,Mammography,4.32024391184,1.63920285562
Z32003001804,358,Gastroenterology,4.2133081138,1.69107671605
Z32003001804,690,Lung Cancer Screening,3.72542923222,1.64872784223
Z32003001804,849,Mammography,4.14127503074,1.65802256315
Z32003001901,358,Gastroenterology,1.65697208399,0.708141574716
Z32003001901,690,Lung Cancer Screening,4.13709563139,1.93770398708
Z32003001901,849,Mammography,1.58493900093,0.67508742182
Z32003001902,358,Gastroenterology,2.65316957048,0.810943454583
Z32003001902,690,Lung Cancer Screening,2.9783937989,1.30915106724
Z32003001902,863,Mammography,1.00586258219,0.242227342896
Z32003002000,358,Gastroenterology,2.93884370691,0.97217715566
Z32003002000,690,Lung Cancer Screening,7.06947428533,2.96408718216
Z32003002000,849,Mammography,2.86681062385,0.939123002764
Z32003002201,354,Gastroenterology,5.4851144463,1.99263428961
Z32003002201,721,Lung Cancer Screening,5.91331471993,2.22277427509
Z32003002201,831,Mammography,5.45605106822,1.97743915916
Z32003002203,279,Gastroenterology,3.55408239851,1.25290265275
Z32003002203,721,Lung Cancer Screening,7.33983661505,3.23207658703
Z32003002203,829,Mammography,3.55408239851,1.25290265275
Z32003002204,279,Gastroenterology,4.3803692296,1.62705852088
Z32003002204,721,Lung Cancer Screening,7.03916348583,2.97720489168
Z32003002204,829,Mammography,4.3803692296,1.62705852088
Z32003002206,279,Gastroenterology,4.51077393105,1.72952044405
Z32003002206,712,Lung Cancer Screening,6.5424219556,2.32145288591
Z32003002206,829,Mammography,4.51077393105,1.72952044405
Z32003002207,279,Gastroenterology,5.0864076661,1.85626131543
Z32003002207,712,Lung Cancer Screening,8.12919110995,2.77443715932
Z32003002207,829,Mammography,5.0864076661,1.85626131543
Z32003002302,358,Gastroenterology,5.56571719305,1.99439282657
Z32003002302,721,Lung Cancer Screening,7.17753072083,2.76217156619
Z32003002302,849,Mammography,5.49368411,1.96133867368
Z32003002303,358,Gastroenterology,3.85052730684,1.51771782143
Z32003002303,721,Lung Cancer Screening,7.23699215445,2.71885326074
Z32003002303,849,Mammography,3.77849422378,1.48466366853
Z32003002403,258,Gastroenterology,4.60043682171,1.36100542672
Z32003002403,718,Lung Cancer Screening,7.43498193539,2.8061704541
Z32003002403,863,Mammography,5.68048663116,1.74917539304
Z32003002404,258,Gastroenterology,2.26899737803,0.794002122157
Z32003002404,690,Lung Cancer Screening,4.7339735699,2.11239514818
Z32003002404,863,Mammography,2.80015536457,0.994056552469
Z32003002405,258,Gastroenterology,4.37752882575,1.2883917584
Z32003002405,718,Lung Cancer Screening,6.35102716416,2.34125234777
Z32003002405,798,Mammography,6.35102716416,2.34125234777
Z32003002406,258,Gastroenterology,3.38293778195,0.940837040686
Z32003002406,718,Lung Cancer Screening,5.35643612036,1.99369763006
Z32003002406,798,Mammography,5.35643612036,1.99369763006
Z32003002501,258,Gastroenterology,2.12817757178,0.620503073519
Z32003002501,718,Lung Cancer Screening,2.66590638734,0.861690560996
Z32003002501,798,Mammography,2.66590638734,0.861690560996
Z32003002504,119,Gastroenterology,3.31380050173,1.0883377331
Z32003002504,718,Lung Cancer Screening,3.97348398481,1.47879153691
Z32003002504,830,Mammography,2.33050709559,0.764426691576
Z32003002505,119,Gastroenterology,1.47339131226,0.453477462774
Z32003002505,718,Lung Cancer Screening,2.34682436813,0.814660604848
Z32003002505,830,Mammography,1.59703155818,0.556890710232
Z32003002506,119,Gastroenterology,2.11631695672,0.824759382592
Z32003002506,718,Lung Cancer Screening,3.12299302579,1.30081577705
Z32003002506,830,Mammography,2.86551412951,0.993168761219
Z32003002603,258,Gastroenterology,2.49184712885,0.793008216639
Z32003002603,718,Lung Cancer Screening,4.46534546726,1.84586880601
Z32003002603,798,Mammography,4.46534546726,1.84586880601
Z32003002604,258,Gastroenterology,5.6594823542,1.96811682065
Z32003002604,718,Lung Cancer Screening,7.63298069261,3.02097741003
Z32003002604,798,Mammography,7.63298069261,3.02097741003
Z32003002605,258,Gastroenterology,5.97758379239,1.80001327566
Z32003002605,718,Lung Cancer Screening,7.9510821308,2.85287386504
Z32003002605,798,Mammography,7.9510821308,2.85287386504
Z32003002706,119,Gastroenterology,4.05866999713,1.37530652864
Z32003002706,718,Lung Cancer Screening,4.44267018322,1.89737789417
Z32003002706,830,Mammography,2.799693294,1.18301304884
Z32003002707,119,Gastroenterology,5.19758152951,2.22236129377
Z32003002707,718,Lung Cancer Screening,4.96033041053,2.15830075517
Z32003002707,822,Mammography,2.53204936303,1.06761566746
Z32003002708,258,Gastroenterology,5.15393539385,1.8057729375
Z32003002708,718,Lung Cancer Screening,5.93525815929,2.62091924742
Z32003002708,822,Mammography,3.50697711179,1.53023415971
Z32003002808,232,Gastroenterology,1.36156594469,0.51860162932
Z32003002808,730,Lung Cancer Screening,7.61533311711,3.78706609391
Z32003002808,822,Mammography,5.17709182351,2.5242653933
Z32003002810,395,Gastroenterology,8.84716436613,4.62316581823
Z32003002810,720,Lung Cancer Screening,12.0650391454,6.14980307777
Z32003002810,853,Mammography,7.576923114,3.58456939152
Z32003002811,243,Gastroenterology,3.3147517805,1.41259738105
Z32003002811,730,Lung Cancer Screening,7.13716495883,3.14739057486
Z32003002811,828,Mammography,6.53639416264,2.77597808257
Z32003002814,371,Gastroenterology,3.81773300045,1.49394043265
Z32003002814,720,Lung Cancer Screening,5.37280083414,2.19572259098
Z32003002814,828,Mammography,3.97791480569,1.51202443608
Z32003002821,232,Gastroenterology,4.4220976298,2.01694318172
Z32003002821,730,Lung Cancer Screening,8.40730308933,3.82814649223
Z32003002821,835,Mammography,2.27333579176,0.803138969393
Z32003002822,379,Gastroenterology,7.75111909076,3.64979300768
Z32003002822,718,Lung Cancer Screening,8.92081050019,4.31207228689
Z32003002822,835,Mammography,3.89920191467,1.69077978348
Z32003002823,119,Gastroenterology,6.00509477675,2.1420407628
Z32003002823,718,Lung Cancer Screening,5.76784365777,2.0779802242
Z32003002823,830,Mammography,4.12486676855,1.36361537886
Z32003002824,232,Gastroenterology,5.07911934728,2.38964315755
Z32003002824,718,Lung Cancer Screening,5.20229197423,2.37344373223
Z32003002824,822,Mammography,2.34978731627,0.979577406805
Z32003002825,232,Gastroenterology,4.86706146514,2.37061637495
Z32003002825,718,Lung Cancer Screening,6.3189025173,3.07516459728
Z32003002825,822,Mammography,4.18337315572,1.96692615078
Z32003002826,232,Gastroenterology,6.02096909531,2.90772896015
Z32003002826,718,Lung Cancer Screening,7.31326361102,3.5015216867
Z32003002826,835,Mammography,4.54125444475,2.07471146509
Z32003002827,379,Gastroenterology,6.43514803425,3.45076919219
Z32003002827,718,Lung Cancer Screening,9.43049637834,4.45024558404
Z32003002827,835,Mammography,2.4593344629,1.11376439744
Z32003002828,243,Gastroenterology,7.92417127496,4.14017613215
Z32003002828,720,Lung Cancer Screening,9.93604564758999,5.04737437072
Z32003002828,828,Mammography,8.17507650505,4.20395185663
Z32003002829,395,Gastroenterology,6.2378921519,3.07537338205
Z32003002829,720,Lung Cancer Screening,9.86218683403999,4.74189708213
Z32003002829,828,Mammography,8.1012176915,3.89847456803
Z32003002830,243,Gastroenterology,4.88165153903,2.15461607345
Z32003002830,730,Lung Cancer Screening,8.70406471736,3.88940926727
Z32003002830,828,Mammography,6.95001955748,3.28476174329
Z32003002831,371,Gastroenterology,9.7799558717,4.59602696962
Z32003002831,720,Lung Cancer Screening,11.3350237053999,5.29780912795
Z32003002831,828,Mammography,9.57405456285,4.45438661386
Z32003002833,371,Gastroenterology,7.2795385591,3.16346052805
Z32003002833,720,Lung Cancer Screening,8.83460639279,3.86524268639
Z32003002833,828,Mammography,7.07363725025,3.0218201723
Z32003002834,371,Gastroenterology,5.52879001722,2.5728158409
Z32003002834,720,Lung Cancer Screening,7.08385785091,3.27459799924
Z32003002834,828,Mammography,5.32288870837,2.43117548514
Z32003002835,371,Gastroenterology,6.71515546311,2.68075951488
Z32003002835,720,Lung Cancer Screening,8.27022329679999,3.38254167322
Z32003002835,828,Mammography,6.49814189474,2.35400441334
Z32003002836,371,Gastroenterology,5.62391448285,2.26928080648
Z32003002836,720,Lung Cancer Screening,7.17898231654,2.97106296482
Z32003002836,828,Mammography,4.41293513934,1.64940517964
Z32003002837,395,Gastroenterology,4.21685907042,2.16853052537
Z32003002837,730,Lung Cancer Screening,7.03196038218,5.01416341703
Z32003002837,895,Mammography,7.03196038218,5.01416341703
Z32003002838,395,Gastroenterology,2.87292818457,1.16666548375
Z32003002838,730,Lung Cancer Screening,9.81912057177,4.59362041922
Z32003002838,822,Mammography,5.96472765772,2.90010429138
Z32003002841,371,Gastroenterology,8.97950511322999,3.54182031819
Z32003002841,720,Lung Cancer Screening,9.78829911034,4.83234516359
Z32003002841,828,Mammography,6.85872224163,2.50625160506
Z32003002842,371,Gastroenterology,7.98481729162,4.34798278386
Z32003002842,720,Lung Cancer Screening,8.75945608842,4.70888740444
Z32003002842,828,Mammography,5.86403442002,3.31241407073
Z32003002844,371,Gastroenterology,6.35933811055,2.49039581802
Z32003002844,720,Lung Cancer Screening,7.61633339558,3.20794865038
Z32003002844,828,Mammography,4.66762063993,1.80230489967
Z32003002845,371,Gastroenterology,5.24742452264,1.80713956927
Z32003002845,720,Lung Cancer Screening,6.07535440669,2.17721460684
Z32003002845,828,Mammography,3.12664165104,0.771570856136
Z32003002846,371,Gastroenterology,3.61284863627,1.4691905077
Z32003002846,720,Lung Cancer Screening,4.8698439213,2.18674334006
Z32003002846,828,Mammography,1.92113116565,0.781099589355
Z32003002847,395,Gastroenterology,5.30872606976,1.99508536664
Z32003002847,730,Lung Cancer Screening,9.88514474219,5.58989981061
Z32003002847,822,Mammography,7.51627344307,3.09798020863
Z32003002848,395,Gastroenterology,2.52854212295,1.08677220117
Z32003002848,730,Lung Cancer Screening,10.5085748862,5.22124612867
Z32003002848,822,Mammography,5.6203415961,2.82021100881
Z32003002849,371,Gastroenterology,8.81782191761,4.07777925067
Z32003002849,720,Lung Cancer Screening,10.3728897513,4.77956140901
Z32003002849,828,Mammography,8.61192060876,3.93613889492
Z32003002850,371,Gastroenterology,6.88872692557,3.48217764005
Z32003002850,720,Lung Cancer Screening,8.44379475925999,4.18395979839
Z32003002850,828,Mammography,6.68282561672,3.3405372843
Z32003002851,371,Gastroenterology,5.01175237748,2.407703192
Z32003002851,720,Lung Cancer Screening,5.78639117428,2.76860781258
Z32003002851,828,Mammography,2.89096950588,1.37213447887
Z32003002852,371,Gastroenterology,7.78206256952,4.01287635637
Z32003002852,720,Lung Cancer Screening,8.55670136632,4.37378097695
Z32003002852,828,Mammography,5.66127969792,2.97730764324
Z32003002853,371,Gastroenterology,7.58138712514,3.78880121704
Z32003002853,720,Lung Cancer Screening,8.35602592194,4.14970583762
Z32003002853,828,Mammography,5.46060425354,2.75323250391
Z32003002901,410,Gastroenterology,2.4384777699,0.891209235512
Z32003002901,714,Lung Cancer Screening,9.41408357651999,4.90674988151
Z32003002901,853,Mammography,6.01092308457,2.83760532545
Z32003002902,410,Gastroenterology,2.11281840295,0.781985711102
Z32003002902,714,Lung Cancer Screening,8.41445941458,4.07393393754
Z32003002902,853,Mammography,4.77554955368,2.91645045851
Z32003002905,293,Gastroenterology,4.5679653948,1.41350400318
Z32003002905,724,Lung Cancer Screening,4.2814482579,0.995813717856
Z32003002905,792,Mammography,4.2814482579,0.995813717856
Z32003002915,372,Gastroenterology,2.81221172837,0.947138080719
Z32003002915,724,Lung Cancer Screening,5.2825805053,2.27891165473
Z32003002915,792,Mammography,5.2825805053,2.27891165473
Z32003002916,372,Gastroenterology,4.52353302002,2.01621075004
Z32003002916,724,Lung Cancer Screening,3.19747687271,1.24722382215
Z32003002916,792,Mammography,3.19747687271,1.24722382215
Z32003002919,292,Gastroenterology,4.59107626071,1.90158002641
Z32003002919,724,Lung Cancer Screening,7.60777762774,3.37907497993
Z32003002919,894,Mammography,5.65332331933,2.5101712066
Z32003002935,292,Gastroenterology,2.20653503804,0.857993454294
Z32003002935,712,Lung Cancer Screening,6.44913450361,2.79080829443
Z32003002935,894,Mammography,6.81162951883,3.39084491537
Z32003002936,292,Gastroenterology,1.25778428062,0.386129154737
Z32003002936,724,Lung Cancer Screening,6.86603401489,3.36866949129
Z32003002936,894,Mammography,6.15783664782,2.95416090329
Z32003002937,292,Gastroenterology,3.63787654752,1.47575725522
Z32003002937,712,Lung Cancer Screening,7.49500083221,3.18063247351
Z32003002937,829,Mammography,3.85918389604,1.63562434518
Z32003002938,292,Gastroenterology,3.32226125273,1.3940185294
Z32003002938,724,Lung Cancer Screening,5.99461845478,2.84671262626
Z32003002938,829,Mammography,4.27206252318,1.81850580749
Z32003002939,292,Gastroenterology,4.22357685059,1.99073370595
Z32003002939,724,Lung Cancer Screening,4.59866091613,2.05214020399
Z32003002939,792,Mammography,4.59866091613,2.05214020399
Z32003002940,408,Gastroenterology,2.5731412065,1.34758062107
Z32003002940,724,Lung Cancer Screening,6.67067274371,3.49912141336
Z32003002940,827,Mammography,4.43601411304,2.4343059704
Z32003002941,107,Gastroenterology,3.58873557873,1.40074224137
Z32003002941,712,Lung Cancer Screening,7.83245182988,3.55335194753
Z32003002941,894,Mammography,3.92917744576,1.61677314755
Z32003002942,107,Gastroenterology,3.05860019304,1.20434138035
Z32003002942,712,Lung Cancer Screening,6.56069856237,3.0559710427
Z32003002942,894,Mammography,3.39904206007,1.42037228653
Z32003002944,107,Gastroenterology,5.70799984955,2.51533189867
Z32003002944,712,Lung Cancer Screening,9.9517161007,4.66794160482
Z32003002944,827,Mammography,3.07143022639,1.0735917329
Z32003002946,292,Gastroenterology,3.65253560632,1.44536134036
Z32003002946,712,Lung Cancer Screening,5.49824792439,2.25889996672
Z32003002946,829,Mammography,6.51269479412,2.55300547393
Z32003002947,292,Gastroenterology,2.22631102466,0.817845893837
Z32003002947,724,Lung Cancer Screening,4.79825499408,2.20894844282
