FIPS,County,State,Type,RE,Sex,AYA (15-39 years),Alcohol-associated,All Site,Bladder,Brain & ONS,Cervix,Cervix (21-65 years),Cervix (Early Stage),Cervix (Late Stage),Colon & Rectum,Colon & Rectum (45-75 years),Colon & Rectum (Early Stage),Colon & Rectum (Late Stage),"Corpus Uteri & Uterus, NOS",Esophagus,Female Breast,Female Breast (40-74 years),Female Breast (Early Stage),Female Breast (Late Stage),HPV-associated,Head and Neck,Kidney & Renal Pelvis,Leukemia,Liver & IBD,Lung & Bronchus,Lung & Bronchus (50-80 years),Lung & Bronchus (Early Stage),Lung & Bronchus (Late Stage),Melanoma of the Skin,Non-Hodgkin Lymphoma,Obesity-associated,Oral Cavity & Pharynx,Ovary,Pancreas,Pediatric (0-19 years),Prostate,Stomach,Thyroid,Tobacco-associated
16081,Teton County,Idaho,Incidence,White NH,Male,,66.5592,467.6744,,,,,,,,,,,,,,,,,,,,,,,,,,65.3158,,93.2964,,,,,86.5705,,,190.5544
16083,Twin Falls County,Idaho,Incidence,All,All,81.7469,114.253,427.3124,22.7072,6.0762,,,,,33.6792,68.8348,11.1476,20.7634,32.8485,5.5195,108.1449,220.7406,63.9752,44.1697,12.3977,27.154,14.7437,20.6088,5.3123,45.2593,143.5841,13.4458,30.6801,31.4082,22.1981,157.5765,12.7876,13.0827,13.3883,22.489,93.0002,3.1195,10.9159,164.5435
16083,Twin Falls County,Idaho,Incidence,All,Female,93.5703,151.5795,392.0254,,,,,,,28.5629,55.9341,9.4784,17.6702,32.8485,,108.1449,220.7406,63.9752,44.1697,11.2627,27.6824,9.5387,18.3213,,38.2701,126.7951,12.2332,26.0369,26.1732,19.7662,200.0135,9.1365,13.0827,8.1797,,,,14.3808,115.7398
16083,Twin Falls County,Idaho,Incidence,All,Male,69.8596,75.5511,480.0255,44.419,7.8092,,,,,39.7887,82.5008,12.7919,24.8283,,9.1134,,,,,13.6229,27.5287,20.7386,24.4255,8.1038,54.7497,162.2091,14.8917,37.3929,37.3977,25.3637,112.585,16.9956,,19.8242,27.339,93.0002,,7.6583,224.9997
16083,Twin Falls County,Idaho,Incidence,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16083,Twin Falls County,Idaho,Incidence,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16083,Twin Falls County,Idaho,Incidence,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16083,Twin Falls County,Idaho,Incidence,Asian/Pacific Islander NH,All,,,387.9959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16083,Twin Falls County,Idaho,Incidence,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16083,Twin Falls County,Idaho,Incidence,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16083,Twin Falls County,Idaho,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16083,Twin Falls County,Idaho,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16083,Twin Falls County,Idaho,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16083,Twin Falls County,Idaho,Incidence,Hispanic,All,62.5333,56.1949,320.1148,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.1306,,,,,121.0856,,,122.6718
16083,Twin Falls County,Idaho,Incidence,Hispanic,Female,,76.1495,280.7767,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.3918,,,,,,,,73.51
16083,Twin Falls County,Idaho,Incidence,Hispanic,Male,,,395.0769,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.121,,,,,121.0856,,,179.0395
16083,Twin Falls County,Idaho,Incidence,White NH,All,88.0763,118.3042,437.3348,22.7489,6.3382,,,,,34.8391,71.6806,10.9084,21.9847,30.585,6.084,110.6837,225.9711,65.461,45.2227,13.8394,27.7134,13.6306,20.7158,5.0165,46.2682,147.6173,14.2422,31.2723,35.4342,22.6936,159.4145,13.4618,14.1365,12.9505,24.106,93.6489,,10.8229,166.3813
16083,Twin Falls County,Idaho,Incidence,White NH,Female,99.3989,155.1297,398.3546,,,,,,,29.7025,53.943,9.8434,18.3038,30.585,,110.6837,225.9711,65.461,45.2227,12.2459,25.3973,7.993,19.7133,,40.0706,132.7796,12.8772,27.1935,29.7976,19.1929,200.1928,8.6748,14.1365,7.5739,,,,12.8575,118.422
16083,Twin Falls County,Idaho,Incidence,White NH,Male,76.175,79.3754,492.8815,43.9961,8.5508,,,,,41.0472,90.1758,11.9498,26.7207,,10.5026,,,,,15.5539,30.9209,20.1722,23.4076,7.2913,55.0157,164.1739,15.8645,37.4066,41.8125,27.0592,115.3472,18.8501,,19.6018,,93.6489,,8.9682,226.3294
16085,Valley County,Idaho,Incidence,All,All,,124.8783,428.3134,18.8007,,,,,,30.8458,58.6007,,,,,136.4794,247.9787,79.7351,53.756,,23.9614,16.8281,,,30.039,81.2354,,23.725,41.3419,15.1019,137.0449,18.4766,,,,171.5231,,,143.1284
16085,Valley County,Idaho,Incidence,All,Female,,168.2664,371.8374,,,,,,,,,,,,,136.4794,247.9787,79.7351,53.756,,,,,,44.811,,,,41.7457,,187.9577,,,,,,,,118.4074
16085,Valley County,Idaho,Incidence,All,Male,,84.0878,479.2394,28.7826,,,,,,43.2494,,,,,,,,,,,29.8581,,,,,,,,41.0362,,91.071,,,,,171.5231,,,165.7997
16085,Valley County,Idaho,Incidence,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16085,Valley County,Idaho,Incidence,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16085,Valley County,Idaho,Incidence,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16085,Valley County,Idaho,Incidence,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16085,Valley County,Idaho,Incidence,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16085,Valley County,Idaho,Incidence,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16085,Valley County,Idaho,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16085,Valley County,Idaho,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16085,Valley County,Idaho,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16085,Valley County,Idaho,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16085,Valley County,Idaho,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16085,Valley County,Idaho,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16085,Valley County,Idaho,Incidence,White NH,All,,122.7693,431.3756,19.6018,,,,,,29.182,,,,,,137.392,251.1579,81.5021,52.7569,,23.8811,17.7893,,,30.5317,81.173,,24.072,43.5131,,135.5644,18.0278,,,,172.716,,,143.2011
16085,Valley County,Idaho,Incidence,White NH,Female,,170.9726,377.6811,,,,,,,,,,,,,137.392,251.1579,81.5021,52.7569,,,,,,45.0521,,,,44.2958,,188.1672,,,,,,,,121.1088
16085,Valley County,Idaho,Incidence,White NH,Male,,77.5366,478.6712,29.7067,,,,,,,,,,,,,,,,,,,,,,,,,42.9246,,88.1653,,,,,172.716,,,163.0735
16087,Washington County,Idaho,Incidence,All,All,,156.7403,485.4551,18.5411,,,,,,55.0306,120.1086,18.7509,33.0569,,,143.1793,293.2576,92.2301,49.1829,,,17.6884,27.2012,,49.0761,149.005,,36.3385,,30.3577,192.065,,,,,116.518,,,194.642
16087,Washington County,Idaho,Incidence,All,Female,,222.0617,474.6518,,,,,,,59.4491,,,,,,143.1793,293.2576,92.2301,49.1829,,,,,,55.2104,164.9785,,38.4727,,,245.3375,,,,,,,,174.1501
16087,Washington County,Idaho,Incidence,All,Male,,88.0649,499.7189,,,,,,,50.2127,115.2708,,32.452,,,,,,,,,,,,42.364,130.2513,,,,,136.7234,,,,,116.518,,,215.6634
16087,Washington County,Idaho,Incidence,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16087,Washington County,Idaho,Incidence,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16087,Washington County,Idaho,Incidence,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16087,Washington County,Idaho,Incidence,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16087,Washington County,Idaho,Incidence,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16087,Washington County,Idaho,Incidence,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16087,Washington County,Idaho,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16087,Washington County,Idaho,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16087,Washington County,Idaho,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16087,Washington County,Idaho,Incidence,Hispanic,All,,,404.6054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16087,Washington County,Idaho,Incidence,Hispanic,Female,,,547.8904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16087,Washington County,Idaho,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16087,Washington County,Idaho,Incidence,White NH,All,,160.0806,505.3362,18.6139,,,,,,48.4085,111.1172,,29.0513,,,160.7016,334.3514,102.8156,55.9571,,,,28.9118,,48.6511,147.8536,,34.6358,,34.2349,190.6723,,,,,112.7739,,,188.9707
16087,Washington County,Idaho,Incidence,White NH,Female,,229.3108,490.5269,,,,,,,49.4712,,,,,,160.7016,334.3514,102.8156,55.9571,,,,,,52.3161,165.3782,,,,,240.1873,,,,,,,,157.7301
16087,Washington County,Idaho,Incidence,White NH,Male,,86.9471,523.9283,,,,,,,48.0241,,,33.4113,,,,,,,,,,,,44.573,,,,,,140.4083,,,,,112.7739,,,222.5884
30001,Beaverhead County,Montana,Incidence,All,All,,104.9808,374.0917,22.8111,,,,,,25.3187,,,,,,137.4101,284.1535,93.5903,,,26.4279,,,,33.5701,108.9811,,,,,140.521,,,,,120.3302,,,120.3042
30001,Beaverhead County,Montana,Incidence,All,Female,,166.7204,378.3615,,,,,,,,,,,,,137.4101,284.1535,93.5903,,,,,,,,,,,,,208.8138,,,,,,,,95.2732
30001,Beaverhead County,Montana,Incidence,All,Male,,46.734,380.8426,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0781,,,,,120.3302,,,150.1504
30001,Beaverhead County,Montana,Incidence,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30001,Beaverhead County,Montana,Incidence,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30001,Beaverhead County,Montana,Incidence,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30001,Beaverhead County,Montana,Incidence,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30001,Beaverhead County,Montana,Incidence,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30001,Beaverhead County,Montana,Incidence,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30001,Beaverhead County,Montana,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30001,Beaverhead County,Montana,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30001,Beaverhead County,Montana,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30001,Beaverhead County,Montana,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30001,Beaverhead County,Montana,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30001,Beaverhead County,Montana,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30001,Beaverhead County,Montana,Incidence,White NH,All,,110.0325,380.0709,24.3723,,,,,,26.8226,,,,,,142.0353,299.3438,96.1985,,,24.912,,,,32.0915,102.1113,,,,,143.8765,,,,,119.611,,,123.6862
30001,Beaverhead County,Montana,Incidence,White NH,Female,,173.7666,387.3751,,,,,,,,,,,,,142.0353,299.3438,96.1985,,,,,,,,,,,,,210.8125,,,,,,,,100.9172
30001,Beaverhead County,Montana,Incidence,White NH,Male,,49.2162,381.6774,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.9966,,,,,119.611,,,151.6138
30003,Big Horn County,Montana,Incidence,All,All,,164.4156,455.9882,,,,,,,56.3442,115.0911,,35.7578,,,161.3201,293.5753,104.928,,,,27.5374,,,56.4117,219.2663,,40.9156,,,221.2938,,,,,110.0538,,,211.0441
30003,Big Horn County,Montana,Incidence,All,Female,,221.5419,431.7066,,,,,,,,,,,,,161.3201,293.5753,104.928,,,,,,,42.0469,,,,,,262.0656,,,,,,,,139.4209
30003,Big Horn County,Montana,Incidence,All,Male,,101.8462,485.1985,,,,,,,69.9672,177.2144,,,,,,,,,,,48.7841,,,71.5973,289.55,,54.9689,,,177.8315,,,,,110.0538,,,288.9184
30003,Big Horn County,Montana,Incidence,American Indian/Alaska Native NH,All,,201.6329,509.4629,,,,,,,61.4171,155.8984,,,,,189.6377,293.3856,112.8087,,,,49.6837,,,68.8922,246.773,,56.9035,,,280.8647,,,,,110.2259,,,257.3541
30003,Big Horn County,Montana,Incidence,American Indian/Alaska Native NH,Female,,242.2615,421.3563,,,,,,,,,,,,,189.6377,293.3856,112.8087,,,,,,,,,,,,,278.0132,,,,,,,,141.7373
30003,Big Horn County,Montana,Incidence,American Indian/Alaska Native NH,Male,,153.1725,641.2139,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.0988,,,,,110.2259,,,412.816
30003,Big Horn County,Montana,Incidence,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30003,Big Horn County,Montana,Incidence,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30003,Big Horn County,Montana,Incidence,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30003,Big Horn County,Montana,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30003,Big Horn County,Montana,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30003,Big Horn County,Montana,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30003,Big Horn County,Montana,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30003,Big Horn County,Montana,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30003,Big Horn County,Montana,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30003,Big Horn County,Montana,Incidence,White NH,All,,134.1998,432.9306,,,,,,,45.4812,,,,,,148.1115,316.4651,113.5685,,,,,,,51.5204,208.3559,,,,,183.8637,,,,,113.8932,,,164.8129
30003,Big Horn County,Montana,Incidence,White NH,Female,,215.9258,496.9524,,,,,,,,,,,,,148.1115,316.4651,113.5685,,,,,,,,,,,,,286.0098,,,,,,,,135.9603
30003,Big Horn County,Montana,Incidence,White NH,Male,,,385.3506,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.3621,,,,,113.8932,,,197.4763
30005,Blaine County,Montana,Incidence,All,All,,109.6497,354.0653,,,,,,,,,,,,,106.5387,,,,,,,,,52.4543,,,,,,149.809,,,,,113.0819,,,155.6252
30005,Blaine County,Montana,Incidence,All,Female,,165.8424,343.2144,,,,,,,,,,,,,106.5387,,,,,,,,,,,,,,,209.8683,,,,,,,,144.2549
30005,Blaine County,Montana,Incidence,All,Male,,,377.2152,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.8635,,,,,113.0819,,,171.4384
30005,Blaine County,Montana,Incidence,American Indian/Alaska Native NH,All,,159.7173,436.1579,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.9968,,,,,,,,238.1837
30005,Blaine County,Montana,Incidence,American Indian/Alaska Native NH,Female,,220.652,384.0897,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.7747,,,,,,,,
30005,Blaine County,Montana,Incidence,American Indian/Alaska Native NH,Male,,,603.8508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.0731
30005,Blaine County,Montana,Incidence,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30005,Blaine County,Montana,Incidence,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30005,Blaine County,Montana,Incidence,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30005,Blaine County,Montana,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30005,Blaine County,Montana,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30005,Blaine County,Montana,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30005,Blaine County,Montana,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30005,Blaine County,Montana,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30005,Blaine County,Montana,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30005,Blaine County,Montana,Incidence,White NH,All,,83.359,355.8865,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.607,,,,,,,,134.2639
30005,Blaine County,Montana,Incidence,White NH,Female,,,340.5917,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0985,,,,,,,,148.9925
30005,Blaine County,Montana,Incidence,White NH,Male,,,378.7092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.8399
30007,Broadwater County,Montana,Incidence,All,All,,124.1435,504.856,,,,,,,55.9756,131.7385,,31.9997,,,108.0485,213.8959,,,,,37.0483,,,53.1627,177.225,,29.4114,,,197.8358,,,,,173.8923,,,202.9912
30007,Broadwater County,Montana,Incidence,All,Female,,141.6733,376.8665,,,,,,,,,,,,,108.0485,213.8959,,,,,,,,54.5449,,,,,,186.4475,,,,,,,,109.2031
30007,Broadwater County,Montana,Incidence,All,Male,,108.013,625.4906,,,,,,,75.8085,,,,,,,,,,,,65.958,,,,,,,,,209.481,,,,,173.8923,,,289.6618
30007,Broadwater County,Montana,Incidence,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30007,Broadwater County,Montana,Incidence,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30007,Broadwater County,Montana,Incidence,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30007,Broadwater County,Montana,Incidence,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30007,Broadwater County,Montana,Incidence,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30007,Broadwater County,Montana,Incidence,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30007,Broadwater County,Montana,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30007,Broadwater County,Montana,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30007,Broadwater County,Montana,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30007,Broadwater County,Montana,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30007,Broadwater County,Montana,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30007,Broadwater County,Montana,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30007,Broadwater County,Montana,Incidence,White NH,All,,127.2955,498.9961,,,,,,,58.5955,137.9125,,33.4388,,,108.1896,207.6899,,,,,38.3207,,,53.5062,177.0514,,30.47,,,199.0011,,,,,163.8721,,,209.5735
30007,Broadwater County,Montana,Incidence,White NH,Female,,143.7198,374.3163,,,,,,,,,,,,,108.1896,207.6899,,,,,,,,56.9401,,,,,,179.4375,,,,,,,,114.2794
30007,Broadwater County,Montana,Incidence,White NH,Male,,113.2779,615.1429,,,,,,,79.6152,,,,,,,,,,,,68.0258,,,,,,,,,218.7944,,,,,163.8721,,,297.8351
30009,Carbon County,Montana,Incidence,All,All,,97.9873,436.754,22.5176,,,,,,18.2924,,,,,,128.3358,224.0014,86.756,,,23.8977,,22.639,,36.1055,89.8312,,26.4168,40.9417,,134.2211,,,,,130.6846,,,139.079
30009,Carbon County,Montana,Incidence,All,Female,,151.5114,414.448,,,,,,,,,,,,,128.3358,224.0014,86.756,,,,,,,37.2524,,,,,,182.107,,,,,,,,104.9359
30009,Carbon County,Montana,Incidence,All,Male,,47.1616,460.1739,37.2681,,,,,,,,,,,,,,,,,,,,,35.2943,,,,42.0696,,92.1115,,,,,130.6846,,,170.6358
30009,Carbon County,Montana,Incidence,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30009,Carbon County,Montana,Incidence,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30009,Carbon County,Montana,Incidence,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30009,Carbon County,Montana,Incidence,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30009,Carbon County,Montana,Incidence,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30009,Carbon County,Montana,Incidence,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30009,Carbon County,Montana,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30009,Carbon County,Montana,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30009,Carbon County,Montana,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30009,Carbon County,Montana,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30009,Carbon County,Montana,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30009,Carbon County,Montana,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30009,Carbon County,Montana,Incidence,White NH,All,,99.2803,441.7507,20.3919,,,,,,18.0177,,,,,,132.3245,226.498,88.4483,,,24.8403,,22.8394,,36.566,89.4124,,26.3768,42.8987,,135.0238,,,,,130.5148,,,137.3218
30009,Carbon County,Montana,Incidence,White NH,Female,,156.1712,422.6039,,,,,,,,,,,,,132.3245,226.498,88.4483,,,,,,,36.914,,,,,,186.328,,,,,,,,106.8716
30009,Carbon County,Montana,Incidence,White NH,Male,,44.7713,461.979,33.277,,,,,,,,,,,,,,,,,,,,,36.5449,,,,44.1391,,89.5083,,,,,130.5148,,,165.6359
30011,Carter County,Montana,Incidence,All,All,,125.2425,448.7963,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.2208,,,,,,,,132.6416
30011,Carter County,Montana,Incidence,All,Female,,,544.0948,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.2094,,,,,,,,
30011,Carter County,Montana,Incidence,All,Male,,,357.5477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30011,Carter County,Montana,Incidence,American Indian/Alaska Native NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30011,Carter County,Montana,Incidence,American Indian/Alaska Native NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30011,Carter County,Montana,Incidence,American Indian/Alaska Native NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30011,Carter County,Montana,Incidence,Asian/Pacific Islander NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30011,Carter County,Montana,Incidence,Asian/Pacific Islander NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30011,Carter County,Montana,Incidence,Asian/Pacific Islander NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30011,Carter County,Montana,Incidence,Black NH,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30011,Carter County,Montana,Incidence,Black NH,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30011,Carter County,Montana,Incidence,Black NH,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30011,Carter County,Montana,Incidence,Hispanic,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30011,Carter County,Montana,Incidence,Hispanic,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30011,Carter County,Montana,Incidence,Hispanic,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30011,Carter County,Montana,Incidence,White NH,All,,128.7243,457.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.5891,,,,,,,,134.4403
30011,Carter County,Montana,Incidence,White NH,Female,,,553.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.9429,,,,,,,,
