FIPS,Tract,County,State,measure,value
16001010368,Census Tract 103.68,Ada County,Idaho,Insurance Coverage,0.9236577181208053
16001010369,Census Tract 103.69,Ada County,Idaho,Insurance Coverage,0.9227300060132291
16001010370,Census Tract 103.70,Ada County,Idaho,Insurance Coverage,0.9567510548523207
16001010371,Census Tract 103.71,Ada County,Idaho,Insurance Coverage,0.9242509892594686
16001010403,Census Tract 104.03,Ada County,Idaho,Insurance Coverage,0.9641890485113471
16001010404,Census Tract 104.04,Ada County,Idaho,Insurance Coverage,0.916603101957793
16001010405,Census Tract 104.05,Ada County,Idaho,Insurance Coverage,0.9327089836975373
16001010406,Census Tract 104.06,Ada County,Idaho,Insurance Coverage,0.9730206312819608
16001010407,Census Tract 104.07,Ada County,Idaho,Insurance Coverage,0.9318541996830428
16001010408,Census Tract 104.08,Ada County,Idaho,Insurance Coverage,0.8640737770649559
16001010409,Census Tract 104.09,Ada County,Idaho,Insurance Coverage,0.9548172757475083
16001010410,Census Tract 104.10,Ada County,Idaho,Insurance Coverage,0.9133580080753702
16001010411,Census Tract 104.11,Ada County,Idaho,Insurance Coverage,0.9859256586070011
16001010501,Census Tract 105.01,Ada County,Idaho,Insurance Coverage,0.9146937241638482
16001010503,Census Tract 105.03,Ada County,Idaho,Insurance Coverage,0.9774509803921568
16001010505,Census Tract 105.05,Ada County,Idaho,Insurance Coverage,0.8755348113574485
16001010506,Census Tract 105.06,Ada County,Idaho,Insurance Coverage,0.9187012333249434
16003950100,Census Tract 9501,Adams County,Idaho,Insurance Coverage,0.9005087620124365
16003950200,Census Tract 9502,Adams County,Idaho,Insurance Coverage,0.868712094184802
16005000200,Census Tract 2,Bannock County,Idaho,Insurance Coverage,0.9568362109192721
16005000301,Census Tract 3.01,Bannock County,Idaho,Insurance Coverage,0.9063528220703619
16005000302,Census Tract 3.02,Bannock County,Idaho,Insurance Coverage,0.9378247958426132
16005000400,Census Tract 4,Bannock County,Idaho,Insurance Coverage,0.9774266365688488
16005000500,Census Tract 5,Bannock County,Idaho,Insurance Coverage,0.9550102249488752
16005000600,Census Tract 6,Bannock County,Idaho,Insurance Coverage,0.911408540471638
16005000700,Census Tract 7,Bannock County,Idaho,Insurance Coverage,0.9039812646370023
16005000800,Census Tract 8,Bannock County,Idaho,Insurance Coverage,0.8545341999380996
16005000900,Census Tract 9,Bannock County,Idaho,Insurance Coverage,0.8452326116996776
16005001000,Census Tract 10,Bannock County,Idaho,Insurance Coverage,0.9522894652577649
16005001102,Census Tract 11.02,Bannock County,Idaho,Insurance Coverage,0.9440758293838862
16005001103,Census Tract 11.03,Bannock County,Idaho,Insurance Coverage,0.984047019311503
16005001104,Census Tract 11.04,Bannock County,Idaho,Insurance Coverage,0.9505247376311844
16005001200,Census Tract 12,Bannock County,Idaho,Insurance Coverage,0.931766704416761
16005001300,Census Tract 13,Bannock County,Idaho,Insurance Coverage,0.9111483654652137
16005001400,Census Tract 14,Bannock County,Idaho,Insurance Coverage,0.9445716903344022
16005001500,Census Tract 15,Bannock County,Idaho,Insurance Coverage,0.9183870967741935
16005001601,Census Tract 16.01,Bannock County,Idaho,Insurance Coverage,0.8808043875685557
16005001602,Census Tract 16.02,Bannock County,Idaho,Insurance Coverage,0.9025326170376056
16005001603,Census Tract 16.03,Bannock County,Idaho,Insurance Coverage,0.925148334094021
16005001700,Census Tract 17,Bannock County,Idaho,Insurance Coverage,0.9425287356321839
16005001900,Census Tract 19,Bannock County,Idaho,Insurance Coverage,0.9066571479564519
16005940000,Census Tract 9400,Bannock County,Idaho,Insurance Coverage,0.8644829800899165
16005981800,Census Tract 9818,Bannock County,Idaho,Insurance Coverage,0.9503916449086162
16007950100,Census Tract 9501,Bear Lake County,Idaho,Insurance Coverage,0.9107447413303013
16007950200,Census Tract 9502,Bear Lake County,Idaho,Insurance Coverage,0.9378360215053764
16009940000,Census Tract 9400,Benewah County,Idaho,Insurance Coverage,0.8692733017377567
16009950100,Census Tract 9501,Benewah County,Idaho,Insurance Coverage,0.8497682258744206
16011940000,Census Tract 9400,Bingham County,Idaho,Insurance Coverage,0.8123993558776168
16011950101,Census Tract 9501.01,Bingham County,Idaho,Insurance Coverage,0.9290454313425217
16011950102,Census Tract 9501.02,Bingham County,Idaho,Insurance Coverage,0.8871935539173668
16011950200,Census Tract 9502,Bingham County,Idaho,Insurance Coverage,0.9454001495886313
16011950300,Census Tract 9503,Bingham County,Idaho,Insurance Coverage,0.87606450443921
16011950400,Census Tract 9504,Bingham County,Idaho,Insurance Coverage,0.9619461810274531
16011950501,Census Tract 9505.01,Bingham County,Idaho,Insurance Coverage,0.9354740987579522
16011950502,Census Tract 9505.02,Bingham County,Idaho,Insurance Coverage,0.833843797856049
16011950600,Census Tract 9506,Bingham County,Idaho,Insurance Coverage,0.9491197183098592
16011950700,Census Tract 9507,Bingham County,Idaho,Insurance Coverage,0.9329327389028882
16013960101,Census Tract 9601.01,Blaine County,Idaho,Insurance Coverage,0.8573339277753009
16013960102,Census Tract 9601.02,Blaine County,Idaho,Insurance Coverage,0.9238483234095894
16013960201,Census Tract 9602.01,Blaine County,Idaho,Insurance Coverage,0.8394643681699245
16013960202,Census Tract 9602.02,Blaine County,Idaho,Insurance Coverage,0.9038031319910514
16013960301,Census Tract 9603.01,Blaine County,Idaho,Insurance Coverage,0.9430408819476344
16013960302,Census Tract 9603.02,Blaine County,Idaho,Insurance Coverage,0.9814814814814815
16013960501,Census Tract 9605.01,Blaine County,Idaho,Insurance Coverage,0.8577912254160364
16013960502,Census Tract 9605.02,Blaine County,Idaho,Insurance Coverage,1.0
16015950201,Census Tract 9502.01,Boise County,Idaho,Insurance Coverage,0.8871921182266009
16015950202,Census Tract 9502.02,Boise County,Idaho,Insurance Coverage,0.8818931828050369
16015950203,Census Tract 9502.03,Boise County,Idaho,Insurance Coverage,0.8914223669923995
16017950100,Census Tract 9501,Bonner County,Idaho,Insurance Coverage,0.8819599109131403
16017950201,Census Tract 9502.01,Bonner County,Idaho,Insurance Coverage,0.9361313868613139
16017950202,Census Tract 9502.02,Bonner County,Idaho,Insurance Coverage,0.8032786885245902
16017950203,Census Tract 9502.03,Bonner County,Idaho,Insurance Coverage,0.8827186963979416
16017950300,Census Tract 9503,Bonner County,Idaho,Insurance Coverage,0.9328657314629258
16017950401,Census Tract 9504.01,Bonner County,Idaho,Insurance Coverage,0.929419525065963
16017950402,Census Tract 9504.02,Bonner County,Idaho,Insurance Coverage,0.9422803525732159
16017950403,Census Tract 9504.03,Bonner County,Idaho,Insurance Coverage,0.8990958408679928
16017950500,Census Tract 9505,Bonner County,Idaho,Insurance Coverage,0.8708071278825996
16017950600,Census Tract 9506,Bonner County,Idaho,Insurance Coverage,0.9387199273717658
16017950701,Census Tract 9507.01,Bonner County,Idaho,Insurance Coverage,0.8891207153502235
16017950702,Census Tract 9507.02,Bonner County,Idaho,Insurance Coverage,0.909716908951798
16017950801,Census Tract 9508.01,Bonner County,Idaho,Insurance Coverage,0.9175952319253693
16017950802,Census Tract 9508.02,Bonner County,Idaho,Insurance Coverage,0.9428822495606327
16017950901,Census Tract 9509.01,Bonner County,Idaho,Insurance Coverage,0.8706528370957901
16017950902,Census Tract 9509.02,Bonner County,Idaho,Insurance Coverage,0.7812411448002267
16019970100,Census Tract 9701,Bonneville County,Idaho,Insurance Coverage,0.9297038588094526
16019970300,Census Tract 9703,Bonneville County,Idaho,Insurance Coverage,0.8865454545454545
16019970401,Census Tract 9704.01,Bonneville County,Idaho,Insurance Coverage,0.968863361547763
16019970402,Census Tract 9704.02,Bonneville County,Idaho,Insurance Coverage,0.8968850698174007
16019970404,Census Tract 9704.04,Bonneville County,Idaho,Insurance Coverage,0.8917224080267558
16019970405,Census Tract 9704.05,Bonneville County,Idaho,Insurance Coverage,0.9485952768729642
16019970502,Census Tract 9705.02,Bonneville County,Idaho,Insurance Coverage,0.9415513474144209
16019970503,Census Tract 9705.03,Bonneville County,Idaho,Insurance Coverage,0.9517045454545454
16019970504,Census Tract 9705.04,Bonneville County,Idaho,Insurance Coverage,0.9444772593030124
16019970505,Census Tract 9705.05,Bonneville County,Idaho,Insurance Coverage,0.9143985040515271
16019970601,Census Tract 9706.01,Bonneville County,Idaho,Insurance Coverage,0.8452663725822871
16019970602,Census Tract 9706.02,Bonneville County,Idaho,Insurance Coverage,0.9441022482291346
16019970603,Census Tract 9706.03,Bonneville County,Idaho,Insurance Coverage,0.945430346051464
16019970700,Census Tract 9707,Bonneville County,Idaho,Insurance Coverage,0.8475864690231851
16019970800,Census Tract 9708,Bonneville County,Idaho,Insurance Coverage,0.9270328486806677
16019970900,Census Tract 9709,Bonneville County,Idaho,Insurance Coverage,0.943377549000198
16019971000,Census Tract 9710,Bonneville County,Idaho,Insurance Coverage,0.8743180440493029
16019971100,Census Tract 9711,Bonneville County,Idaho,Insurance Coverage,0.8657968313140727
16019971200,Census Tract 9712,Bonneville County,Idaho,Insurance Coverage,0.8863636363636364
16019971301,Census Tract 9713.01,Bonneville County,Idaho,Insurance Coverage,0.9562400846113167
16019971302,Census Tract 9713.02,Bonneville County,Idaho,Insurance Coverage,0.9307622228970543
16019971401,Census Tract 9714.01,Bonneville County,Idaho,Insurance Coverage,0.9414445203918889
16019971402,Census Tract 9714.02,Bonneville County,Idaho,Insurance Coverage,0.9266026633632704
16019971500,Census Tract 9715,Bonneville County,Idaho,Insurance Coverage,0.9181459566074951
16021970100,Census Tract 9701,Boundary County,Idaho,Insurance Coverage,0.8770435499381783
16021970200,Census Tract 9702,Boundary County,Idaho,Insurance Coverage,0.8457175269427113
16023970100,Census Tract 9701,Butte County,Idaho,Insurance Coverage,0.9239254469379993
16025970100,Census Tract 9701,Camas County,Idaho,Insurance Coverage,0.8562770562770563
16027020100,Census Tract 201,Canyon County,Idaho,Insurance Coverage,0.7146795313576844
16027020200,Census Tract 202,Canyon County,Idaho,Insurance Coverage,0.8322217590662776
16027020300,Census Tract 203,Canyon County,Idaho,Insurance Coverage,0.889236965764153
16027020403,Census Tract 204.03,Canyon County,Idaho,Insurance Coverage,0.8911316298045953
16027020404,Census Tract 204.04,Canyon County,Idaho,Insurance Coverage,0.8076572470373746
16027020405,Census Tract 204.05,Canyon County,Idaho,Insurance Coverage,0.8445010924981792
16027020406,Census Tract 204.06,Canyon County,Idaho,Insurance Coverage,0.9122457120063822
16027020501,Census Tract 205.01,Canyon County,Idaho,Insurance Coverage,0.9044421487603306
16027020503,Census Tract 205.03,Canyon County,Idaho,Insurance Coverage,0.90651475314052
16027020505,Census Tract 205.05,Canyon County,Idaho,Insurance Coverage,0.8613189897100093
16027020506,Census Tract 205.06,Canyon County,Idaho,Insurance Coverage,0.8546981953951462
16027020601,Census Tract 206.01,Canyon County,Idaho,Insurance Coverage,0.8985952589991221
16027020603,Census Tract 206.03,Canyon County,Idaho,Insurance Coverage,0.8906945250532018
16027020604,Census Tract 206.04,Canyon County,Idaho,Insurance Coverage,0.885539331135186
16027020700,Census Tract 207,Canyon County,Idaho,Insurance Coverage,0.8979731268503758
16027020903,Census Tract 209.03,Canyon County,Idaho,Insurance Coverage,0.8910186199342826
16027020904,Census Tract 209.04,Canyon County,Idaho,Insurance Coverage,0.92776176753122
16027020905,Census Tract 209.05,Canyon County,Idaho,Insurance Coverage,0.9325053995680346
16027020906,Census Tract 209.06,Canyon County,Idaho,Insurance Coverage,0.9392071952031978
16027020907,Census Tract 209.07,Canyon County,Idaho,Insurance Coverage,0.9265842349304482
16027020908,Census Tract 209.08,Canyon County,Idaho,Insurance Coverage,0.9816249723267656
16027020909,Census Tract 209.09,Canyon County,Idaho,Insurance Coverage,0.9391859914813062
16027020910,Census Tract 209.10,Canyon County,Idaho,Insurance Coverage,0.9172901080631753
16027021003,Census Tract 210.03,Canyon County,Idaho,Insurance Coverage,0.9679563256586755
16027021004,Census Tract 210.04,Canyon County,Idaho,Insurance Coverage,0.7865507452093683
16027021005,Census Tract 210.05,Canyon County,Idaho,Insurance Coverage,0.9105701812409048
16027021006,Census Tract 210.06,Canyon County,Idaho,Insurance Coverage,0.8403447568233121
16027021007,Census Tract 210.07,Canyon County,Idaho,Insurance Coverage,0.9181626187961985
16027021008,Census Tract 210.08,Canyon County,Idaho,Insurance Coverage,0.898385761589404
16027021101,Census Tract 211.01,Canyon County,Idaho,Insurance Coverage,0.8937372469000157
16027021102,Census Tract 211.02,Canyon County,Idaho,Insurance Coverage,0.9451348893604122
16027021103,Census Tract 211.03,Canyon County,Idaho,Insurance Coverage,0.9125
16027021104,Census Tract 211.04,Canyon County,Idaho,Insurance Coverage,0.9261203068227695
16027021105,Census Tract 211.05,Canyon County,Idaho,Insurance Coverage,0.9215096860387442
16027021201,Census Tract 212.01,Canyon County,Idaho,Insurance Coverage,0.8163755458515284
16027021202,Census Tract 212.02,Canyon County,Idaho,Insurance Coverage,0.8934691987031033
16027021300,Census Tract 213,Canyon County,Idaho,Insurance Coverage,0.8078014184397163
16027021500,Census Tract 215,Canyon County,Idaho,Insurance Coverage,0.8544933400775586
16027021600,Census Tract 216,Canyon County,Idaho,Insurance Coverage,0.8986775178026449
16027021701,Census Tract 217.01,Canyon County,Idaho,Insurance Coverage,0.7650936849410132
16027021702,Census Tract 217.02,Canyon County,Idaho,Insurance Coverage,0.811651405115251
16027021801,Census Tract 218.01,Canyon County,Idaho,Insurance Coverage,0.954875283446712
16027021802,Census Tract 218.02,Canyon County,Idaho,Insurance Coverage,0.9628970020777678
16027021901,Census Tract 219.01,Canyon County,Idaho,Insurance Coverage,0.936400364915939
16027021904,Census Tract 219.04,Canyon County,Idaho,Insurance Coverage,0.8266204321152307
16027021905,Census Tract 219.05,Canyon County,Idaho,Insurance Coverage,0.9200385356454721
16027021906,Census Tract 219.06,Canyon County,Idaho,Insurance Coverage,0.8130791161796151
16027021907,Census Tract 219.07,Canyon County,Idaho,Insurance Coverage,0.8443566962816716
16027022100,Census Tract 221,Canyon County,Idaho,Insurance Coverage,0.8516717325227964
16027022200,Census Tract 222,Canyon County,Idaho,Insurance Coverage,0.8480357142857143
16027022301,Census Tract 223.01,Canyon County,Idaho,Insurance Coverage,0.8038605230386052
16027022302,Census Tract 223.02,Canyon County,Idaho,Insurance Coverage,0.787556904400607
16027022303,Census Tract 223.03,Canyon County,Idaho,Insurance Coverage,0.8378482972136223
16027022400,Census Tract 224,Canyon County,Idaho,Insurance Coverage,0.8844967219436946
16029960100,Census Tract 9601,Caribou County,Idaho,Insurance Coverage,0.9362722704431247
16029960200,Census Tract 9602,Caribou County,Idaho,Insurance Coverage,0.9104984894259819
16031950100,Census Tract 9501,Cassia County,Idaho,Insurance Coverage,0.9776951672862454
16031950200,Census Tract 9502,Cassia County,Idaho,Insurance Coverage,0.9309470124013529
16031950300,Census Tract 9503,Cassia County,Idaho,Insurance Coverage,0.9129484611181934
16031950400,Census Tract 9504,Cassia County,Idaho,Insurance Coverage,0.7532600357964715
16031950500,Census Tract 9505,Cassia County,Idaho,Insurance Coverage,0.9206766299885039
16031950600,Census Tract 9506,Cassia County,Idaho,Insurance Coverage,0.7813722004976893
16033950100,Census Tract 9501,Clark County,Idaho,Insurance Coverage,0.8261997405966277
16035940001,Census Tract 9400.01,Clearwater County,Idaho,Insurance Coverage,0.9378238341968912
16035940002,Census Tract 9400.02,Clearwater County,Idaho,Insurance Coverage,0.8898727172108467
16035970100,Census Tract 9701,Clearwater County,Idaho,Insurance Coverage,0.8363693467336684
16037960200,Census Tract 9602,Custer County,Idaho,Insurance Coverage,0.8585488670176241
16039960100,Census Tract 9601,Elmore County,Idaho,Insurance Coverage,0.8729263437292635
16039960201,Census Tract 9602.01,Elmore County,Idaho,Insurance Coverage,0.9163465642338882
16039960202,Census Tract 9602.02,Elmore County,Idaho,Insurance Coverage,0.851685923131337
16039960300,Census Tract 9603,Elmore County,Idaho,Insurance Coverage,0.9000819000819
16039960401,Census Tract 9604.01,Elmore County,Idaho,Insurance Coverage,0.8240241535475523
16039960402,Census Tract 9604.02,Elmore County,Idaho,Insurance Coverage,0.8671368124118477
16039960500,Census Tract 9605,Elmore County,Idaho,Insurance Coverage,0.9669421487603306
16041970100,Census Tract 9701,Franklin County,Idaho,Insurance Coverage,0.8834926375613537
16041970200,Census Tract 9702,Franklin County,Idaho,Insurance Coverage,0.8909589832466782
16043970100,Census Tract 9701,Fremont County,Idaho,Insurance Coverage,0.9794952681388013
16043970200,Census Tract 9702,Fremont County,Idaho,Insurance Coverage,0.9041735310269083
16043970301,Census Tract 9703.01,Fremont County,Idaho,Insurance Coverage,0.8331236897274633
16043970302,Census Tract 9703.02,Fremont County,Idaho,Insurance Coverage,0.8751422070534699
16045960100,Census Tract 9601,Gem County,Idaho,Insurance Coverage,0.9161554192229039
16045960200,Census Tract 9602,Gem County,Idaho,Insurance Coverage,0.855945906217845
16045960301,Census Tract 9603.01,Gem County,Idaho,Insurance Coverage,0.8806333739342266
16045960302,Census Tract 9603.02,Gem County,Idaho,Insurance Coverage,0.8685047720042418
16047960101,Census Tract 9601.01,Gooding County,Idaho,Insurance Coverage,0.7516607051609606
16047960102,Census Tract 9601.02,Gooding County,Idaho,Insurance Coverage,0.9126797385620915
16047960201,Census Tract 9602.01,Gooding County,Idaho,Insurance Coverage,0.8314138204924544
16047960202,Census Tract 9602.02,Gooding County,Idaho,Insurance Coverage,0.6828929068150209
16049940000,Census Tract 9400,Idaho County,Idaho,Insurance Coverage,0.8965444138223447
16049960100,Census Tract 9601,Idaho County,Idaho,Insurance Coverage,0.7790030877812086
16049960201,Census Tract 9602.01,Idaho County,Idaho,Insurance Coverage,0.868421052631579
16049960202,Census Tract 9602.02,Idaho County,Idaho,Insurance Coverage,0.7952509893772131
16049960300,Census Tract 9603,Idaho County,Idaho,Insurance Coverage,0.8705440900562852
16049960400,Census Tract 9604,Idaho County,Idaho,Insurance Coverage,0.928635147190009
16051960100,Census Tract 9601,Jefferson County,Idaho,Insurance Coverage,0.8064431639601886
16051960200,Census Tract 9602,Jefferson County,Idaho,Insurance Coverage,0.9280918345245831
16051960301,Census Tract 9603.01,Jefferson County,Idaho,Insurance Coverage,0.9619875101819169
16051960302,Census Tract 9603.02,Jefferson County,Idaho,Insurance Coverage,0.8895109501070311
