CountyTract,FacID,FacType,minutes,miles,State
Z16001000805,874,Mammography,7.95588870184,3.6832076157,ID
Z16001000806,185,Gastroenterology,3.63854158057,1.33826920943,ID
Z16001000806,688,Lung Cancer Screening,4.30626812423,1.45230192742,ID
Z16001000806,874,Mammography,4.30626812423,1.45230192742,ID
Z16001000807,185,Gastroenterology,5.46371452934,2.25207497696,ID
Z16001000807,688,Lung Cancer Screening,6.13144107299,2.36610769495,ID
Z16001000807,874,Mammography,6.13144107299,2.36610769495,ID
Z16001000808,185,Gastroenterology,5.27814859597,2.00701192987,ID
Z16001000808,688,Lung Cancer Screening,5.94587513962,2.12104464786,ID
Z16001000808,874,Mammography,5.94587513962,2.12104464786,ID
Z16001000809,185,Gastroenterology,8.32266385164,3.17673264689,ID
Z16001000809,688,Lung Cancer Screening,8.99039039529,3.29076536488,ID
Z16001000809,874,Mammography,8.99039039529,3.29076536488,ID
Z16001000810,185,Gastroenterology,7.08156753399,2.57359551105,ID
Z16001000810,688,Lung Cancer Screening,7.74929407764,2.68762822903,ID
Z16001000810,874,Mammography,7.74929407764,2.68762822903,ID
Z16001000901,185,Gastroenterology,5.43427917274,1.80821579622,ID
Z16001000901,688,Lung Cancer Screening,6.10200571639,1.9222485142,ID
Z16001000901,874,Mammography,6.10200571639,1.9222485142,ID
Z16001000902,185,Gastroenterology,3.71276253797,1.17413205252,ID
Z16001000902,688,Lung Cancer Screening,4.38048908162,1.28816477051,ID
Z16001000902,874,Mammography,4.38048908162,1.28816477051,ID
Z16001001001,191,Gastroenterology,2.70607280066,1.07498178853,ID
Z16001001001,689,Lung Cancer Screening,2.40742365741,0.934733675378,ID
Z16001001001,903,Mammography,2.62285563012,1.04021451996,ID
Z16001001002,188,Gastroenterology,7.3189634325,1.92557794457,ID
Z16001001002,738,Lung Cancer Screening,7.15382299127,1.97312450791,ID
Z16001001002,919,Mammography,8.16358297014999,2.06983414045,ID
Z16001001003,191,Gastroenterology,6.20203439677,2.28722494543,ID
Z16001001003,738,Lung Cancer Screening,4.57944921313,1.66576827393,ID
Z16001001003,903,Mammography,6.11881722623,2.25245767686,ID
Z16001001100,191,Gastroenterology,6.34302376967,2.33881921433,ID
Z16001001100,689,Lung Cancer Screening,5.28875502573,1.89880884071,ID
Z16001001100,903,Mammography,6.25980659913,2.30405194575,ID
Z16001001201,191,Gastroenterology,6.54394312446,2.4614563038,ID
Z16001001201,689,Lung Cancer Screening,5.48967438052,2.02144593018,ID
Z16001001201,903,Mammography,6.46072595393,2.42668903523,ID
Z16001001203,191,Gastroenterology,4.08613958932,1.4566664005,ID
Z16001001203,689,Lung Cancer Screening,3.03187084538,1.01665602688,ID
Z16001001203,903,Mammography,4.00292241879,1.42189913193,ID
Z16001001204,191,Gastroenterology,3.58627419444,1.01994272803,ID
Z16001001204,689,Lung Cancer Screening,3.74413639036,1.26463674206,ID
Z16001001204,903,Mammography,3.67035367699,1.0547099966,ID
Z16001001401,191,Gastroenterology,3.59965043363,1.53615881654,ID
Z16001001401,689,Lung Cancer Screening,3.30100129039,1.39591070339,ID
Z16001001401,903,Mammography,3.5164332631,1.50139154797,ID
Z16001001402,191,Gastroenterology,4.85483127803,2.06547342907,ID
Z16001001402,689,Lung Cancer Screening,4.55618213478,1.92522531592,ID
Z16001001402,903,Mammography,4.77161410749,2.0307061605,ID
Z16001001500,185,Gastroenterology,6.9163251721,2.4820289887700002,ID
Z16001001500,738,Lung Cancer Screening,6.58845412058,2.66124225014,ID
Z16001001500,874,Mammography,7.58405171575,2.59606170676,ID
Z16001001600,185,Gastroenterology,9.54412290478999,3.46325985823,ID
Z16001001600,688,Lung Cancer Screening,10.2118494484,3.57729257622,ID
Z16001001600,874,Mammography,10.2118494484,3.57729257622,ID
Z16001001701,191,Gastroenterology,8.46709217479,3.37525571608,ID
Z16001001701,738,Lung Cancer Screening,7.56450839232,2.79322410264,ID
Z16001001701,903,Mammography,8.38387500424999,3.34048844751,ID
Z16001001702,185,Gastroenterology,9.19582377657,3.38524285928,ID
Z16001001702,738,Lung Cancer Screening,9.39628196346,3.55095063753,ID
Z16001001702,874,Mammography,9.86355032022,3.49927557726,ID
Z16001001800,191,Gastroenterology,8.11445044211,3.07996727163,ID
Z16001001800,689,Lung Cancer Screening,7.81580129886,2.93971915848,ID
Z16001001800,903,Mammography,8.03123327157,3.04520000306,ID
Z16001001900,191,Gastroenterology,6.55077917066,2.61704707563,ID
Z16001001900,689,Lung Cancer Screening,6.25213002742,2.47679896248,ID
Z16001001900,903,Mammography,6.46756200013,2.58227980706,ID
Z16001002000,191,Gastroenterology,2.33578508718,0.593088844628,ID
Z16001002000,689,Lung Cancer Screening,3.43320912931,1.03309921824,ID
Z16001002000,903,Mammography,2.41986456973,0.627856113199,ID
Z16001002100,505,Gastroenterology,11.6561470621,5.71856714927,ID
Z16001002100,689,Lung Cancer Screening,12.2823275593,5.1490120991,ID
Z16001002100,903,Mammography,12.4249335539,4.79990095715,ID
Z16001002223,463,Gastroenterology,6.77087472655,2.56370513813,ID
Z16001002223,717,Lung Cancer Screening,7.35533539739,2.72703285057,ID
Z16001002223,867,Mammography,6.98351430865,2.70748137321,ID
Z16001002225,505,Gastroenterology,4.77990797558,2.54890721517,ID
Z16001002225,717,Lung Cancer Screening,9.921465185,5.0281232156,ID
Z16001002225,867,Mammography,9.54964409626,5.00857173825,ID
Z16001002226,505,Gastroenterology,8.6765423064,3.81220357912,ID
Z16001002226,717,Lung Cancer Screening,15.4179733572999,7.16503386622,ID
Z16001002226,867,Mammography,15.0461522686,7.14548238887,ID
Z16001002227,505,Gastroenterology,6.31097651464,3.51793945606,ID
Z16001002227,717,Lung Cancer Screening,8.22206868223,3.88061739996,ID
Z16001002227,867,Mammography,7.85024759349,3.8610659226,ID
Z16001002228,505,Gastroenterology,11.1625828272,5.28714124436,ID
Z16001002228,689,Lung Cancer Screening,12.0334342212,5.15726017459,ID
Z16001002228,903,Mammography,12.1760402158,4.80814903264,ID
Z16001002229,505,Gastroenterology,9.29921541699999,5.15871016447,ID
Z16001002229,717,Lung Cancer Screening,11.9893932483,5.90959452251,ID
Z16001002229,867,Mammography,11.6175721596,5.89004304516,ID
Z16001002230,463,Gastroenterology,10.3512808734,4.12946717847,ID
Z16001002230,717,Lung Cancer Screening,10.9203090871,4.44596142444,ID
Z16001002230,867,Mammography,10.3925787784,4.27926355558,ID
Z16001002231,463,Gastroenterology,7.28828435206,3.74859051132,ID
Z16001002231,717,Lung Cancer Screening,7.85731256577,4.06508475729,ID
Z16001002231,867,Mammography,7.32958225706,3.89838688843,ID
Z16001002313,191,Gastroenterology,5.85111800322,2.28652461845,ID
Z16001002313,717,Lung Cancer Screening,6.16219281206,2.98951892903,ID
Z16001002313,867,Mammography,5.63446250335,2.82282106017,ID
Z16001002314,459,Gastroenterology,4.19148565009,1.77274485663,ID
Z16001002314,717,Lung Cancer Screening,4.88329445519,2.17785849247,ID
Z16001002314,867,Mammography,4.35556414648,2.01116062361,ID
Z16001002315,459,Gastroenterology,7.11128136486,2.63275382071,ID
Z16001002315,717,Lung Cancer Screening,8.05727477507,3.13313585781,ID
Z16001002315,867,Mammography,7.52954446636,2.96643798895,ID
Z16001002316,191,Gastroenterology,7.31141554026,3.03442507274,ID
Z16001002316,689,Lung Cancer Screening,7.72144515112,3.1926335425,ID
Z16001002316,903,Mammography,7.39549502281,3.06919234131,ID
Z16001002317,459,Gastroenterology,8.15147826163999,3.34439345357,ID
Z16001002317,717,Lung Cancer Screening,8.99676411109999,3.8370881317,ID
Z16001002317,867,Mammography,8.46903380238999,3.67039026284,ID
Z16001002318,191,Gastroenterology,5.67624061281,2.30808045233,ID
Z16001002318,689,Lung Cancer Screening,6.08627022367,2.46628892209,ID
Z16001002318,903,Mammography,5.76032009536,2.3428477209,ID
Z16001002319,191,Gastroenterology,4.19739626219,1.47342807919,ID
Z16001002319,689,Lung Cancer Screening,5.29482030432,1.9134384528,ID
Z16001002319,903,Mammography,4.28147574474,1.50819534776,ID
Z16001002412,191,Gastroenterology,12.0487206139,5.19169778993,ID
Z16001002412,743,Lung Cancer Screening,8.94417478277,4.79415969904,ID
Z16001002412,779,Mammography,8.94417478277,4.79415969904,ID
Z16001002414,459,Gastroenterology,9.66992990826999,4.40378861261,ID
Z16001002414,689,Lung Cancer Screening,9.96003381342,4.13708350612,ID
Z16001002414,903,Mammography,9.81329502665,4.06901901047,ID
Z16001002415,191,Gastroenterology,11.1666778729999,4.41365746229,ID
Z16001002415,743,Lung Cancer Screening,10.9586144774999,5.6936348756,ID
Z16001002415,779,Mammography,10.9586144774999,5.6936348756,ID
Z16001002416,459,Gastroenterology,8.39851819654,3.68348022192,ID
Z16001002416,717,Lung Cancer Screening,9.34803083539,4.19458654785,ID
Z16001002416,867,Mammography,8.82030052668,4.02788867899,ID
Z16001002417,459,Gastroenterology,11.4647812592,4.91002472351,ID
Z16001002417,743,Lung Cancer Screening,10.7769753115999,5.11313222057,ID
Z16001002417,779,Mammography,10.7769753115999,5.11313222057,ID
Z16001002418,191,Gastroenterology,8.13947607113,3.2325856685,ID
Z16001002418,689,Lung Cancer Screening,8.31339145634,3.3249389572,ID
Z16001002418,903,Mammography,8.22355555368,3.26735293707,ID
Z16001002419,191,Gastroenterology,11.7023984312,4.83782684005,ID
Z16001002419,743,Lung Cancer Screening,9.58535124107,4.93647148314,ID
Z16001002419,779,Mammography,9.58535124107,4.93647148314,ID
Z16001010101,185,Gastroenterology,13.3248744813,6.4129915335,ID
Z16001010101,688,Lung Cancer Screening,13.6929906849,6.46358352773,ID
Z16001010101,874,Mammography,13.6929906849,6.46358352773,ID
Z16001010102,476,Gastroenterology,20.0322529445,10.3413447842,ID
Z16001010102,722,Lung Cancer Screening,8.55170803054,5.77557061747,ID
Z16001010102,872,Mammography,8.55170803054,5.77557061747,ID
Z16001010224,459,Gastroenterology,16.8786557074,8.34322721168,ID
Z16001010224,722,Lung Cancer Screening,5.29756253726,2.74987094316,ID
Z16001010224,872,Mammography,5.29756253726,2.74987094316,ID
Z16001010226,474,Gastroenterology,20.7478056932,11.6468224026,ID
Z16001010226,687,Lung Cancer Screening,15.4350048293,9.03020319516,ID
Z16001010226,868,Mammography,15.4350048293,9.03020319516,ID
Z16001010227,474,Gastroenterology,17.9364555326,10.5124533804,ID
Z16001010227,687,Lung Cancer Screening,11.801919667,7.18577867611,ID
Z16001010227,868,Mammography,11.801919667,7.18577867611,ID
Z16001010228,474,Gastroenterology,17.0336125068999,9.60468855141,ID
Z16001010228,687,Lung Cancer Screening,11.0835728967,7.21025883024,ID
Z16001010228,868,Mammography,11.0835728967,7.21025883024,ID
Z16001010229,474,Gastroenterology,16.1475211964,9.21281102244999,ID
Z16001010229,687,Lung Cancer Screening,7.12248194492,4.43070523365,ID
Z16001010229,868,Mammography,7.12248194492,4.43070523365,ID
Z16001010230,474,Gastroenterology,16.9563604541,11.3669163797999,ID
Z16001010230,687,Lung Cancer Screening,10.8218245886,8.04024167552,ID
Z16001010230,868,Mammography,10.8218245886,8.04024167552,ID
Z16001010231,459,Gastroenterology,15.3789711739,8.73884200895,ID
Z16001010231,687,Lung Cancer Screening,5.82019530795,3.24952555861,ID
Z16001010231,868,Mammography,5.82019530795,3.24952555861,ID
Z16001010232,459,Gastroenterology,14.3690403827,8.0229919115,ID
Z16001010232,687,Lung Cancer Screening,4.81026451678,2.53367546116,ID
Z16001010232,868,Mammography,4.81026451678,2.53367546116,ID
Z16001010233,459,Gastroenterology,11.7788032707999,5.94735700296,ID
Z16001010233,743,Lung Cancer Screening,3.9916496662,1.58855823954,ID
Z16001010233,779,Mammography,3.9916496662,1.58855823954,ID
Z16001010234,459,Gastroenterology,11.1392250282,6.39208093012,ID
Z16001010234,722,Lung Cancer Screening,1.38378137842,0.944583235278,ID
Z16001010234,872,Mammography,1.38378137842,0.944583235278,ID
Z16001010235,459,Gastroenterology,14.6421579775,7.83471366651,ID
Z16001010235,722,Lung Cancer Screening,3.58935555177,1.81924841106,ID
Z16001010235,872,Mammography,3.58935555177,1.81924841106,ID
Z16001010236,191,Gastroenterology,15.2314572973,6.49206669921,ID
Z16001010236,722,Lung Cancer Screening,3.56668735228,1.52907409492,ID
Z16001010236,872,Mammography,3.56668735228,1.52907409492,ID
Z16001010237,191,Gastroenterology,14.3902896402,6.27582224197,ID
Z16001010237,722,Lung Cancer Screening,3.43435859131,1.82371624924,ID
Z16001010237,872,Mammography,3.43435859131,1.82371624924,ID
Z16001010336,474,Gastroenterology,4.15493916733,2.2689777363,ID
Z16001010336,713,Lung Cancer Screening,8.78931174191,5.30356620107,ID
Z16001010336,905,Mammography,8.74687878826,5.24180906164,ID
Z16001010337,463,Gastroenterology,6.33929336898,2.76131945149,ID
Z16001010337,717,Lung Cancer Screening,8.78808935588,4.28455113333,ID
Z16001010337,947,Mammography,9.28656574062,3.91054819096,ID
Z16001010338,463,Gastroenterology,4.16091483819,1.54629144459,ID
Z16001010338,725,Lung Cancer Screening,7.10818720983,2.69552018406,ID
Z16001010338,947,Mammography,7.10818720983,2.69552018406,ID
Z16001010339,463,Gastroenterology,6.47240413515,2.39488628665,ID
Z16001010339,725,Lung Cancer Screening,9.41967650678999,3.54411502612,ID
Z16001010339,947,Mammography,9.41967650678999,3.54411502612,ID
Z16001010340,463,Gastroenterology,4.38981065214,1.53260542233,ID
Z16001010340,717,Lung Cancer Screening,6.02141617531,2.25601988034,ID
Z16001010340,947,Mammography,6.39784215927,2.34186412678,ID
Z16001010341,463,Gastroenterology,6.43283084357,2.68067877691,ID
Z16001010341,717,Lung Cancer Screening,7.22906392703,3.15211686343,ID
Z16001010341,947,Mammography,7.60548991098,3.23796110987,ID
Z16001010342,505,Gastroenterology,5.75055033156,3.27314980965,ID
Z16001010342,717,Lung Cancer Screening,7.75857258775,3.6432560302,ID
Z16001010342,947,Mammography,8.1349985717,3.72910027664,ID
Z16001010343,463,Gastroenterology,4.61989752822,1.84025738697,ID
Z16001010343,717,Lung Cancer Screening,5.20435819906,2.0035850994,ID
Z16001010343,947,Mammography,5.58078418301,2.08942934584,ID
Z16001010344,474,Gastroenterology,4.03598494944,1.77618265234,ID
Z16001010344,717,Lung Cancer Screening,10.5041641247,4.5519359734,ID
Z16001010344,867,Mammography,10.4761756008,4.59136314838,ID
Z16001010345,474,Gastroenterology,5.66935012936,2.77638426188,ID
Z16001010345,713,Lung Cancer Screening,9.81911420044,4.93448669834,ID
Z16001010345,905,Mammography,9.77668124679,4.87272955891,ID
Z16001010346,474,Gastroenterology,1.4128473412,0.731257280109,ID
Z16001010346,713,Lung Cancer Screening,8.74808299024999,5.03788980074,ID
Z16001010346,905,Mammography,8.70565003661,4.97613266132,ID
Z16001010347,474,Gastroenterology,6.02097238388,2.82170452971,ID
Z16001010347,717,Lung Cancer Screening,8.01377208353999,3.36587316932,ID
Z16001010347,867,Mammography,7.98578355968,3.4053003443,ID
Z16001010348,474,Gastroenterology,6.47656133949,2.71008687907,ID
Z16001010348,717,Lung Cancer Screening,10.5139220554,4.27081145422,ID
Z16001010348,867,Mammography,10.4859335315,4.31023862921,ID
Z16001010349,474,Gastroenterology,8.12994427319,4.20873970074,ID
Z16001010349,713,Lung Cancer Screening,10.9697212078999,6.37068557164,ID
Z16001010349,905,Mammography,10.9272882543,6.30892843222,ID
Z16001010350,474,Gastroenterology,5.40186465821,2.54626611033,ID
Z16001010350,713,Lung Cancer Screening,10.3898890320999,5.742777481,ID
Z16001010350,905,Mammography,10.3474560784,5.68102034157,ID
Z16001010351,474,Gastroenterology,7.6095105225,4.20574321562,ID
Z16001010351,687,Lung Cancer Screening,11.4516951847,7.72542668786,ID
Z16001010351,868,Mammography,11.4516951847,7.72542668786,ID
Z16001010352,474,Gastroenterology,5.8042616634,2.72457725476,ID
Z16001010352,717,Lung Cancer Screening,12.2370715846,5.31905651373,ID
Z16001010352,947,Mammography,12.3851339938,5.32720540834,ID
Z16001010353,474,Gastroenterology,7.31027965704,3.66003097158,ID
Z16001010353,687,Lung Cancer Screening,12.1615067669,7.62327416105,ID
Z16001010353,868,Mammography,12.1615067669,7.62327416105,ID
Z16001010354,474,Gastroenterology,10.0447480753999,4.7636580171,ID
Z16001010354,687,Lung Cancer Screening,9.96754107561,6.313821643,ID
Z16001010354,868,Mammography,9.96754107561,6.313821643,ID
Z16001010355,474,Gastroenterology,10.9439689443,5.7467928724,ID
Z16001010355,687,Lung Cancer Screening,11.1048622858999,7.26438878652,ID
Z16001010355,868,Mammography,11.1048622858999,7.26438878652,ID
Z16001010356,459,Gastroenterology,9.63863828204,4.67244273993,ID
Z16001010356,743,Lung Cancer Screening,8.12665170422,4.03576099994,ID
Z16001010356,779,Mammography,8.12665170422,4.03576099994,ID
Z16001010357,459,Gastroenterology,11.7426688522,5.76490384255,ID
Z16001010357,743,Lung Cancer Screening,8.31475123709,4.10726815429,ID
Z16001010357,779,Mammography,8.31475123709,4.10726815429,ID
Z16001010358,459,Gastroenterology,11.3710886358,5.39153024608,ID
Z16001010358,743,Lung Cancer Screening,9.16157621456999,5.05126514245,ID
Z16001010358,779,Mammography,9.16157621456999,5.05126514245,ID
Z16001010359,459,Gastroenterology,7.6200422367,2.57315101284,ID
Z16001010359,743,Lung Cancer Screening,9.11343028061,4.08925528407,ID
Z16001010359,867,Mammography,8.882907442,3.89582394347,ID
Z16001010360,459,Gastroenterology,9.87420495055,3.98915180539,ID
Z16001010360,743,Lung Cancer Screening,7.4364728776,2.90982645261,ID
Z16001010360,779,Mammography,7.4364728776,2.90982645261,ID
Z16001010361,459,Gastroenterology,8.71035205626,3.5708821017,ID
Z16001010361,743,Lung Cancer Screening,7.18978299107,2.95165573639,ID
Z16001010361,779,Mammography,7.18978299107,2.95165573639,ID
Z16001010362,459,Gastroenterology,9.70677956679,3.90609247657,ID
Z16001010362,743,Lung Cancer Screening,10.1264507931,5.04935947388,ID
Z16001010362,779,Mammography,10.1264507931,5.04935947388,ID
Z16001010363,459,Gastroenterology,9.47600167795999,4.48485091336,ID
Z16001010363,743,Lung Cancer Screening,10.8693555632999,5.79459319986,ID
Z16001010363,779,Mammography,10.8693555632999,5.79459319986,ID
Z16001010364,459,Gastroenterology,7.9348611084,3.35795750816,ID
Z16001010364,717,Lung Cancer Screening,10.0959732751,4.23936184277,ID
Z16001010364,867,Mammography,10.0679847512999,4.27878901775,ID
Z16001010365,459,Gastroenterology,6.68614241856,2.48631772707,ID
Z16001010365,717,Lung Cancer Screening,8.77501961677,3.22152033457,ID
Z16001010365,867,Mammography,8.74703109290999,3.26094750955,ID
Z16001010366,459,Gastroenterology,4.83762142623,1.54541789191,ID
Z16001010366,717,Lung Cancer Screening,7.11763928342,2.38445837472,ID
Z16001010366,867,Mammography,7.08965075957,2.4238855497,ID
Z16001010367,459,Gastroenterology,6.99466115448,2.58893049286,ID
Z16001010367,717,Lung Cancer Screening,9.34031684564999,3.47330051433,ID
Z16001010367,867,Mammography,9.31232832179,3.51272768931,ID
Z16001010368,459,Gastroenterology,4.85085516728,1.70275504437,ID
Z16001010368,717,Lung Cancer Screening,7.19651085844,2.58712506584,ID
Z16001010368,867,Mammography,7.16852233459,2.62655224082,ID
Z16001010369,459,Gastroenterology,2.60018978989,1.22949745143,ID
Z16001010369,717,Lung Cancer Screening,2.54134931339,0.941825002449,ID
Z16001010369,867,Mammography,2.51336078954,0.981252177429,ID
Z16001010370,459,Gastroenterology,2.82587663026,0.802326485973,ID
Z16001010370,717,Lung Cancer Screening,4.91475382847,1.53752909347,ID
Z16001010370,867,Mammography,4.73624339842,1.8897298787,ID
Z16001010371,459,Gastroenterology,4.52119755901,1.73265627904,ID
Z16001010371,717,Lung Cancer Screening,6.61007475721,2.46785888654,ID
Z16001010371,867,Mammography,6.58208623336,2.50728606152,ID
Z16001010403,505,Gastroenterology,13.0282830199,9.30749297046,ID
Z16001010403,697,Lung Cancer Screening,17.4824373981999,12.1172932500999,ID
Z16001010403,905,Mammography,18.9229444083999,12.2599507951,ID
Z16001010404,505,Gastroenterology,9.51787812385,6.29259632929,ID
Z16001010404,717,Lung Cancer Screening,16.8053453952,10.8616542563,ID
Z16001010404,947,Mammography,17.3038217799,10.487651314,ID
Z16001010405,505,Gastroenterology,8.94658819486999,5.52846714313,ID
Z16001010405,717,Lung Cancer Screening,15.7455031539,10.0043603893,ID
Z16001010405,947,Mammography,16.2439795386,9.63035744689,ID
Z16001010406,505,Gastroenterology,7.00274101253,5.02747761772,ID
Z16001010406,717,Lung Cancer Screening,14.2902082839,9.59653554476,ID
Z16001010406,947,Mammography,14.7886846686,9.22253260239999,ID
Z16001010407,505,Gastroenterology,7.71748028971,5.58532364471,ID
Z16001010407,717,Lung Cancer Screening,14.4794953403,10.0574839881,ID
Z16001010407,947,Mammography,14.9779717251,9.68348104577,ID
Z16001010408,505,Gastroenterology,4.80812552227,3.68127956055,ID
Z16001010408,717,Lung Cancer Screening,13.4994943783,8.27066223273999,ID
Z16001010408,947,Mammography,13.8759203622,8.35650647918,ID
Z16001010409,505,Gastroenterology,3.119434376,1.54526182553,ID
Z16001010409,717,Lung Cancer Screening,12.5122418207,6.35285469404,ID
Z16001010409,867,Mammography,12.1643988892999,6.31051954645,ID
Z16001010410,505,Gastroenterology,7.62521114915,3.26963083209,ID
Z16001010410,717,Lung Cancer Screening,14.7144653591,7.30542270762,ID
Z16001010410,867,Mammography,14.3426442703999,7.28587123026,ID
Z16001010411,505,Gastroenterology,7.76625228981,4.16846029185,ID
Z16001010411,689,Lung Cancer Screening,14.4617886591,6.72532246393,ID
Z16001010411,867,Mammography,14.135862252,7.50173910159,ID
Z16001010501,505,Gastroenterology,11.8393495074,6.80678307349,ID
Z16001010501,717,Lung Cancer Screening,21.8409998869999,12.3825682616999,ID
Z16001010501,867,Mammography,21.6555468414,12.3682911262,ID
Z16001010503,185,Gastroenterology,13.2581983817,7.22332491141,ID
Z16001010503,688,Lung Cancer Screening,13.9259249253,7.3373576294,ID
Z16001010503,874,Mammography,13.9259249253,7.3373576294,ID
Z16001010505,185,Gastroenterology,11.5330148283,5.09412677704,ID
Z16001010505,688,Lung Cancer Screening,12.200741372,5.20815949503,ID
Z16001010505,874,Mammography,12.200741372,5.20815949503,ID
Z16001010506,185,Gastroenterology,14.9854137244,6.88703569682,ID
Z16001010506,688,Lung Cancer Screening,15.653140268,7.0010684148,ID
Z16001010506,874,Mammography,15.653140268,7.0010684148,ID
Z16003950100,459,Gastroenterology,143.282619649999,120.031208864,ID
Z16003950100,704,Lung Cancer Screening,18.7143748505999,13.4843913614,ID
Z16003950100,869,Mammography,18.7143748505999,13.4843913614,ID
Z16003950200,537,Gastroenterology,116.364891427,103.893194992,ID
Z16003950200,704,Lung Cancer Screening,49.8672734379,37.7380174537999,ID
Z16003950200,869,Mammography,49.8672734379,37.7380174537999,ID
Z16005000200,455,Gastroenterology,14.0214553918,10.0051212810999,ID
Z16005000200,705,Lung Cancer Screening,142.291536387999,131.216893913999,ID
Z16005000200,959,Mammography,14.0214553918,10.0051212810999,ID
Z16005000301,455,Gastroenterology,10.7230870104,6.01377860748,ID
Z16005000301,705,Lung Cancer Screening,128.898946268,120.866841292,ID
Z16005000301,952,Mammography,7.21473936084,2.93351565634,ID
Z16005000302,455,Gastroenterology,12.5822068536,6.44490002305,ID
Z16005000302,705,Lung Cancer Screening,127.134337109,120.934849431999,ID
Z16005000302,952,Mammography,4.94559061361,2.34635452343,ID
Z16005000400,455,Gastroenterology,11.7596113461,6.88964461757,ID
Z16005000400,705,Lung Cancer Screening,125.770923815,119.859135116,ID
Z16005000400,952,Mammography,8.41465738652999,3.84259206241,ID
Z16005000500,455,Gastroenterology,12.8594123811,8.34077691511,ID
Z16005000500,705,Lung Cancer Screening,130.238716503,122.591420451,ID
Z16005000500,952,Mammography,9.93007189721,5.27753252471,ID
Z16005000600,455,Gastroenterology,5.26071907879,2.58952662729,ID
