cat,GEOID,Tract,County,State,measure,RE,Sex,def,fmt,source,lbl,technology,value
Sufficient Broadband,16027020506,Census Tract 205.06,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027020601,Census Tract 206.01,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027020603,Census Tract 206.03,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027020604,Census Tract 206.04,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027020700,Census Tract 207.00,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027020903,Census Tract 209.03,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027020904,Census Tract 209.04,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027020905,Census Tract 209.05,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027020906,Census Tract 209.06,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027020907,Census Tract 209.07,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027020908,Census Tract 209.08,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027020909,Census Tract 209.09,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027020910,Census Tract 209.10,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027021003,Census Tract 210.03,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027021004,Census Tract 210.04,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027021005,Census Tract 210.05,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027021006,Census Tract 210.06,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027021007,Census Tract 210.07,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027021008,Census Tract 210.08,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027021101,Census Tract 211.01,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027021102,Census Tract 211.02,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027021103,Census Tract 211.03,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027021104,Census Tract 211.04,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027021105,Census Tract 211.05,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027021201,Census Tract 212.01,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027021202,Census Tract 212.02,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027021300,Census Tract 213.00,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027021500,Census Tract 215.00,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027021600,Census Tract 216.00,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027021701,Census Tract 217.01,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027021702,Census Tract 217.02,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027021801,Census Tract 218.01,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027021802,Census Tract 218.02,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027021901,Census Tract 219.01,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027021904,Census Tract 219.04,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027021905,Census Tract 219.05,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027021906,Census Tract 219.06,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027021907,Census Tract 219.07,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027022100,Census Tract 221.00,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027022200,Census Tract 222.00,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027022301,Census Tract 223.01,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027022302,Census Tract 223.02,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027022303,Census Tract 223.03,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16027022400,Census Tract 224.00,Canyon County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16029960100,Census Tract 9601.00,Caribou County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16029960200,Census Tract 9602.00,Caribou County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16031950100,Census Tract 9501.00,Cassia County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16031950200,Census Tract 9502.00,Cassia County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16031950300,Census Tract 9503.00,Cassia County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16031950400,Census Tract 9504.00,Cassia County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16031950500,Census Tract 9505.00,Cassia County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16031950600,Census Tract 9506.00,Cassia County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16033950100,Census Tract 9501.00,Clark County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16035940001,Census Tract 9400.01,Clearwater County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16035940002,Census Tract 9400.02,Clearwater County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16035970100,Census Tract 9701.00,Clearwater County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16037960200,Census Tract 9602.00,Custer County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16039960100,Census Tract 9601.00,Elmore County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16039960201,Census Tract 9602.01,Elmore County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16039960202,Census Tract 9602.02,Elmore County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16039960300,Census Tract 9603.00,Elmore County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16039960401,Census Tract 9604.01,Elmore County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16039960402,Census Tract 9604.02,Elmore County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16039960500,Census Tract 9605.00,Elmore County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16041970100,Census Tract 9701.00,Franklin County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16041970200,Census Tract 9702.00,Franklin County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16043970100,Census Tract 9701.00,Fremont County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16043970200,Census Tract 9702.00,Fremont County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16043970301,Census Tract 9703.01,Fremont County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16043970302,Census Tract 9703.02,Fremont County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16045960100,Census Tract 9601.00,Gem County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16045960200,Census Tract 9602.00,Gem County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16045960301,Census Tract 9603.01,Gem County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16045960302,Census Tract 9603.02,Gem County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16047960101,Census Tract 9601.01,Gooding County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16047960102,Census Tract 9601.02,Gooding County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16047960201,Census Tract 9602.01,Gooding County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16047960202,Census Tract 9602.02,Gooding County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16049940000,Census Tract 9400.00,Idaho County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16049960100,Census Tract 9601.00,Idaho County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16049960201,Census Tract 9602.01,Idaho County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16049960202,Census Tract 9602.02,Idaho County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16049960300,Census Tract 9603.00,Idaho County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16049960400,Census Tract 9604.00,Idaho County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16051960100,Census Tract 9601.00,Jefferson County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16051960200,Census Tract 9602.00,Jefferson County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16051960301,Census Tract 9603.01,Jefferson County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16051960302,Census Tract 9603.02,Jefferson County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16051960401,Census Tract 9604.01,Jefferson County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16051960402,Census Tract 9604.02,Jefferson County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16053970100,Census Tract 9701.00,Jerome County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16053970200,Census Tract 9702.00,Jerome County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16053970300,Census Tract 9703.00,Jerome County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16053970400,Census Tract 9704.00,Jerome County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16053970501,Census Tract 9705.01,Jerome County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16053970502,Census Tract 9705.02,Jerome County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055000101,Census Tract 1.01,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055000102,Census Tract 1.02,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055000201,Census Tract 2.01,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055000202,Census Tract 2.02,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055000203,Census Tract 2.03,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055000301,Census Tract 3.01,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055000303,Census Tract 3.03,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055000304,Census Tract 3.04,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055000401,Census Tract 4.01,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055000402,Census Tract 4.02,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055000501,Census Tract 5.01,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055000502,Census Tract 5.02,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055000503,Census Tract 5.03,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055000601,Census Tract 6.01,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055000602,Census Tract 6.02,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055000701,Census Tract 7.01,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055000702,Census Tract 7.02,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055000703,Census Tract 7.03,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055000704,Census Tract 7.04,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055000800,Census Tract 8.00,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055000901,Census Tract 9.01,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055000902,Census Tract 9.02,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055001002,Census Tract 10.02,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055001003,Census Tract 10.03,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055001004,Census Tract 10.04,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055001100,Census Tract 11.00,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055001201,Census Tract 12.01,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055001202,Census Tract 12.02,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055001300,Census Tract 13.00,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055001400,Census Tract 14.00,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055001500,Census Tract 15.00,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055001600,Census Tract 16.00,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055001700,Census Tract 17.00,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055001801,Census Tract 18.01,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055001802,Census Tract 18.02,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055001901,Census Tract 19.01,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055001902,Census Tract 19.02,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055002000,Census Tract 20.00,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16055940000,Census Tract 9400.00,Kootenai County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16057005101,Census Tract 51.01,Latah County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16057005102,Census Tract 51.02,Latah County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16057005200,Census Tract 52.00,Latah County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16057005301,Census Tract 53.01,Latah County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16057005302,Census Tract 53.02,Latah County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16057005400,Census Tract 54.00,Latah County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16057005500,Census Tract 55.00,Latah County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16057005600,Census Tract 56.00,Latah County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16057005700,Census Tract 57.00,Latah County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16059970100,Census Tract 9701.00,Lemhi County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16059970200,Census Tract 9702.00,Lemhi County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16059970300,Census Tract 9703.00,Lemhi County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16061940001,Census Tract 9400.01,Lewis County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16061940002,Census Tract 9400.02,Lewis County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16061950300,Census Tract 9503.00,Lewis County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16063950100,Census Tract 9501.00,Lincoln County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
Sufficient Broadband,16065950101,Census Tract 9501.01,Madison County,Idaho,Copper_Speed_for_Residential,NA,NA,Copper Speed for Residential,int,"FCC, DEC 2023",False,terrestrial,0
